motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:44:06.918239 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:44:07.015436 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:44:07.397422 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:44:07.629639 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:44:07.650882 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:44:07.661576 | Relative x,y | (000,-02) | Absolute x,y | (000,-04) | Distance : 4.00
12:44:07.672287 | Relative x,y | (000,-02) | Absolute x,y | (000,-06) | Distance : 6.00
12:44:07.683013 | Relative x,y | (000,-01) | Absolute x,y | (000,-07) | Distance : 7.00
12:44:07.693660 | Relative x,y | (000,-04) | Absolute x,y | (000,-11) | Distance : 11.00
12:44:07.704249 | Relative x,y | (000,-01) | Absolute x,y | (000,-12) | Distance : 12.00
12:44:07.714905 | Relative x,y | (000,-02) | Absolute x,y | (000,-14) | Distance : 14.00
12:44:07.725617 | Relative x,y | (000,-03) | Absolute x,y | (000,-17) | Distance : 17.00
12:44:07.736342 | Relative x,y | (000,-02) | Absolute x,y | (000,-19) | Distance : 19.00
12:44:07.747029 | Relative x,y | (000,-02) | Absolute x,y | (000,-21) | Distance : 21.00
12:44:07.757752 | Relative x,y | (000,-05) | Absolute x,y | (000,-26) | Distance : 26.00
12:44:07.770041 | Relative x,y | (000,-02) | Absolute x,y | (000,-28) | Distance : 28.00
12:44:07.780671 | Relative x,y | (000,-03) | Absolute x,y | (000,-31) | Distance : 31.00
12:44:07.791291 | Relative x,y | (000,-05) | Absolute x,y | (000,-36) | Distance : 36.00
12:44:07.802015 | Relative x,y | (000,-03) | Absolute x,y | (000,-39) | Distance : 39.00
12:44:07.812737 | Relative x,y | (000,-03) | Absolute x,y | (000,-42) | Distance : 42.00
12:44:07.823442 | Relative x,y | (000,-07) | Absolute x,y | (000,-49) | Distance : 49.00
12:44:07.834178 | Relative x,y | (000,-04) | Absolute x,y | (000,-53) | Distance : 53.00
12:44:07.844910 | Relative x,y | (000,-03) | Absolute x,y | (000,-56) | Distance : 56.00
12:44:07.855627 | Relative x,y | (000,-07) | Absolute x,y | (000,-63) | Distance : 63.00
12:44:07.866348 | Relative x,y | (000,-04) | Absolute x,y | (000,-67) | Distance : 67.00
12:44:07.877075 | Relative x,y | (000,-04) | Absolute x,y | (000,-71) | Distance : 71.00
12:44:07.887804 | Relative x,y | (000,-08) | Absolute x,y | (000,-79) | Distance : 79.00
12:44:07.898485 | Relative x,y | (000,-04) | Absolute x,y | (000,-83) | Distance : 83.00
12:44:07.909175 | Relative x,y | (000,-04) | Absolute x,y | (000,-87) | Distance : 87.00
12:44:07.919876 | Relative x,y | (000,-08) | Absolute x,y | (000,-95) | Distance : 95.00
12:44:07.930617 | Relative x,y | (000,-04) | Absolute x,y | (000,-99) | Distance : 99.00
12:44:07.941246 | Relative x,y | (-01,-04) | Absolute x,y | (-01,-103) | Distance : 103.00
12:44:07.951848 | Relative x,y | (000,-04) | Absolute x,y | (-01,-107) | Distance : 107.00
12:44:07.962525 | Relative x,y | (000,-09) | Absolute x,y | (-01,-116) | Distance : 116.00
12:44:07.973233 | Relative x,y | (000,-05) | Absolute x,y | (-01,-121) | Distance : 121.00
12:44:07.983943 | Relative x,y | (000,-04) | Absolute x,y | (-01,-125) | Distance : 125.00
12:44:07.994575 | Relative x,y | (000,-09) | Absolute x,y | (-01,-134) | Distance : 134.00
12:44:08.005199 | Relative x,y | (000,-04) | Absolute x,y | (-01,-138) | Distance : 138.00
12:44:08.015862 | Relative x,y | (000,-04) | Absolute x,y | (-01,-142) | Distance : 142.00
12:44:08.026564 | Relative x,y | (000,-08) | Absolute x,y | (-01,-150) | Distance : 150.00
12:44:08.037292 | Relative x,y | (000,-05) | Absolute x,y | (-01,-155) | Distance : 155.00
12:44:08.047914 | Relative x,y | (000,-05) | Absolute x,y | (-01,-160) | Distance : 160.00
12:44:08.058475 | Relative x,y | (000,-09) | Absolute x,y | (-01,-169) | Distance : 169.00
12:44:08.069051 | Relative x,y | (000,-04) | Absolute x,y | (-01,-173) | Distance : 173.00
12:44:08.079716 | Relative x,y | (000,-04) | Absolute x,y | (-01,-177) | Distance : 177.00
12:44:08.090437 | Relative x,y | (000,-09) | Absolute x,y | (-01,-186) | Distance : 186.00
12:44:08.101091 | Relative x,y | (000,-04) | Absolute x,y | (-01,-190) | Distance : 190.00
12:44:08.111722 | Relative x,y | (000,-05) | Absolute x,y | (-01,-195) | Distance : 195.00
