motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:45:45.265170 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:45:45.296926 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:45:45.634457 | Relative x,y | (000,-02) | Absolute x,y | (000,-02) | Distance : 2.00
12:45:45.645119 | Relative x,y | (000,-01) | Absolute x,y | (000,-03) | Distance : 3.00
12:45:45.657376 | Relative x,y | (-01,-01) | Absolute x,y | (-01,-04) | Distance : 3.87
12:45:45.668134 | Relative x,y | (000,-02) | Absolute x,y | (-01,-06) | Distance : 5.92
12:45:45.679935 | Relative x,y | (000,-02) | Absolute x,y | (-01,-08) | Distance : 7.94
12:45:45.690622 | Relative x,y | (000,-03) | Absolute x,y | (-01,-11) | Distance : 10.95
12:45:45.701162 | Relative x,y | (000,-01) | Absolute x,y | (-01,-12) | Distance : 11.96
12:45:45.711687 | Relative x,y | (000,-02) | Absolute x,y | (-01,-14) | Distance : 13.96
12:45:45.722316 | Relative x,y | (000,-04) | Absolute x,y | (-01,-18) | Distance : 17.97
12:45:45.732999 | Relative x,y | (000,-02) | Absolute x,y | (-01,-20) | Distance : 19.97
12:45:45.743710 | Relative x,y | (000,-03) | Absolute x,y | (-01,-23) | Distance : 22.98
12:45:45.754410 | Relative x,y | (000,-02) | Absolute x,y | (-01,-25) | Distance : 24.98
12:45:45.765104 | Relative x,y | (000,-05) | Absolute x,y | (-01,-30) | Distance : 29.98
12:45:45.775840 | Relative x,y | (-01,-03) | Absolute x,y | (-02,-33) | Distance : 32.94
12:45:45.786590 | Relative x,y | (000,-02) | Absolute x,y | (-02,-35) | Distance : 34.94
12:45:45.797295 | Relative x,y | (000,-06) | Absolute x,y | (-02,-41) | Distance : 40.95
12:45:45.807996 | Relative x,y | (000,-02) | Absolute x,y | (-02,-43) | Distance : 42.95
12:45:45.818729 | Relative x,y | (-01,-03) | Absolute x,y | (-03,-46) | Distance : 45.90
12:45:45.829442 | Relative x,y | (000,-07) | Absolute x,y | (-03,-53) | Distance : 52.92
12:45:45.840230 | Relative x,y | (000,-03) | Absolute x,y | (-03,-56) | Distance : 55.92
12:45:45.850939 | Relative x,y | (001,-04) | Absolute x,y | (-02,-60) | Distance : 59.97
12:45:45.861613 | Relative x,y | (000,-06) | Absolute x,y | (-02,-66) | Distance : 65.97
12:45:45.872292 | Relative x,y | (000,-04) | Absolute x,y | (-02,-70) | Distance : 69.97
12:45:45.883009 | Relative x,y | (000,-03) | Absolute x,y | (-02,-73) | Distance : 72.97
12:45:45.893720 | Relative x,y | (000,-07) | Absolute x,y | (-02,-80) | Distance : 79.97
12:45:45.904426 | Relative x,y | (-01,-04) | Absolute x,y | (-03,-84) | Distance : 83.95
12:45:45.915108 | Relative x,y | (000,-03) | Absolute x,y | (-03,-87) | Distance : 86.95
12:45:45.925831 | Relative x,y | (000,-08) | Absolute x,y | (-03,-95) | Distance : 94.95
12:45:45.936542 | Relative x,y | (000,-04) | Absolute x,y | (-03,-99) | Distance : 98.95
12:45:45.947213 | Relative x,y | (000,-04) | Absolute x,y | (-03,-103) | Distance : 102.96
12:45:45.958000 | Relative x,y | (000,-08) | Absolute x,y | (-03,-111) | Distance : 110.96
12:45:45.968751 | Relative x,y | (000,-05) | Absolute x,y | (-03,-116) | Distance : 115.96
