motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:42:41.780032 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:41.844610 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:41.982132 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.055977 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.087755 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.193376 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.300124 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.331879 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.363703 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.469357 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.543117 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.574619 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.648570 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.680295 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:42:42.733078 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:42:42.754214 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:42:42.766399 | Relative x,y | (-01,-02) | Absolute x,y | (-01,-04) | Distance : 3.87
12:42:42.777207 | Relative x,y | (000,-02) | Absolute x,y | (-01,-06) | Distance : 5.92
12:42:42.788683 | Relative x,y | (000,-03) | Absolute x,y | (-01,-09) | Distance : 8.94
12:42:42.799460 | Relative x,y | (000,-01) | Absolute x,y | (-01,-10) | Distance : 9.95
12:42:42.810100 | Relative x,y | (000,-02) | Absolute x,y | (-01,-12) | Distance : 11.96
12:42:42.820745 | Relative x,y | (-01,-02) | Absolute x,y | (-02,-14) | Distance : 13.86
12:42:42.831410 | Relative x,y | (000,-04) | Absolute x,y | (-02,-18) | Distance : 17.89
12:42:42.842084 | Relative x,y | (000,-03) | Absolute x,y | (-02,-21) | Distance : 20.90
12:42:42.852757 | Relative x,y | (000,-02) | Absolute x,y | (-02,-23) | Distance : 22.91
12:42:42.863451 | Relative x,y | (000,-06) | Absolute x,y | (-02,-29) | Distance : 28.93
12:42:42.874097 | Relative x,y | (000,-03) | Absolute x,y | (-02,-32) | Distance : 31.94
12:42:42.884783 | Relative x,y | (000,-03) | Absolute x,y | (-02,-35) | Distance : 34.94
12:42:42.895482 | Relative x,y | (000,-06) | Absolute x,y | (-02,-41) | Distance : 40.95
12:42:42.906207 | Relative x,y | (000,-03) | Absolute x,y | (-02,-44) | Distance : 43.95
12:42:42.916878 | Relative x,y | (000,-03) | Absolute x,y | (-02,-47) | Distance : 46.96
12:42:42.927476 | Relative x,y | (000,-06) | Absolute x,y | (-02,-53) | Distance : 52.96
12:42:42.938084 | Relative x,y | (000,-04) | Absolute x,y | (-02,-57) | Distance : 56.96
12:42:42.948721 | Relative x,y | (000,-03) | Absolute x,y | (-02,-60) | Distance : 59.97
12:42:42.959439 | Relative x,y | (000,-07) | Absolute x,y | (-02,-67) | Distance : 66.97
12:42:42.970136 | Relative x,y | (000,-05) | Absolute x,y | (-02,-72) | Distance : 71.97
12:42:42.980851 | Relative x,y | (000,-04) | Absolute x,y | (-02,-76) | Distance : 75.97
12:42:42.991529 | Relative x,y | (001,-08) | Absolute x,y | (-01,-84) | Distance : 83.99
12:42:43.002194 | Relative x,y | (000,-04) | Absolute x,y | (-01,-88) | Distance : 87.99
12:42:43.012833 | Relative x,y | (000,-04) | Absolute x,y | (-01,-92) | Distance : 91.99
12:42:43.023513 | Relative x,y | (000,-04) | Absolute x,y | (-01,-96) | Distance : 95.99
12:42:43.034456 | Relative x,y | (000,-07) | Absolute x,y | (-01,-103) | Distance : 103.00
12:42:43.045155 | Relative x,y | (-01,-05) | Absolute x,y | (-02,-108) | Distance : 107.98
12:42:43.055847 | Relative x,y | (000,-04) | Absolute x,y | (-02,-112) | Distance : 111.98
12:42:43.066541 | Relative x,y | (000,-09) | Absolute x,y | (-02,-121) | Distance : 120.98
12:42:43.077228 | Relative x,y | (000,-04) | Absolute x,y | (-02,-125) | Distance : 124.98
12:42:43.087918 | Relative x,y | (000,-05) | Absolute x,y | (-02,-130) | Distance : 129.98
12:42:43.098672 | Relative x,y | (000,-08) | Absolute x,y | (-02,-138) | Distance : 137.99
12:42:43.109370 | Relative x,y | (000,-04) | Absolute x,y | (-02,-142) | Distance : 141.99
12:42:43.120072 | Relative x,y | (000,-03) | Absolute x,y | (-02,-145) | Distance : 144.99
12:42:43.130780 | Relative x,y | (000,-08) | Absolute x,y | (-02,-153) | Distance : 152.99
12:42:43.141471 | Relative x,y | (-01,-05) | Absolute x,y | (-03,-158) | Distance : 157.97
12:42:43.152204 | Relative x,y | (000,-04) | Absolute x,y | (-03,-162) | Distance : 161.97
12:42:43.162828 | Relative x,y | (000,-08) | Absolute x,y | (-03,-170) | Distance : 169.97
12:42:43.173454 | Relative x,y | (000,-05) | Absolute x,y | (-03,-175) | Distance : 174.97
12:42:43.184169 | Relative x,y | (000,-04) | Absolute x,y | (-03,-179) | Distance : 178.97
12:42:43.194839 | Relative x,y | (000,-04) | Absolute x,y | (-03,-183) | Distance : 182.98
12:42:43.205441 | Relative x,y | (000,-08) | Absolute x,y | (-03,-191) | Distance : 190.98
12:42:43.216039 | Relative x,y | (000,-04) | Absolute x,y | (-03,-195) | Distance : 194.98
12:42:43.226663 | Relative x,y | (000,-04) | Absolute x,y | (-03,-199) | Distance : 198.98
12:42:43.237368 | Relative x,y | (000,-08) | Absolute x,y | (-03,-207) | Distance : 206.98
12:42:43.248067 | Relative x,y | (000,-04) | Absolute x,y | (-03,-211) | Distance : 210.98
12:42:43.258740 | Relative x,y | (000,-04) | Absolute x,y | (-03,-215) | Distance : 214.98
12:42:43.269336 | Relative x,y | (-01,-09) | Absolute x,y | (-04,-224) | Distance : 223.96
12:42:43.279877 | Relative x,y | (000,-04) | Absolute x,y | (-04,-228) | Distance : 227.96
12:42:43.290480 | Relative x,y | (000,-05) | Absolute x,y | (-04,-233) | Distance : 232.97
12:42:43.302718 | Relative x,y | (000,-08) | Absolute x,y | (-04,-241) | Distance : 240.97
12:42:43.313425 | Relative x,y | (000,-05) | Absolute x,y | (-04,-246) | Distance : 245.97
12:42:43.324060 | Relative x,y | (000,-04) | Absolute x,y | (-04,-250) | Distance : 249.97
12:42:43.334747 | Relative x,y | (000,-08) | Absolute x,y | (-04,-258) | Distance : 257.97
12:42:43.345424 | Relative x,y | (-01,-04) | Absolute x,y | (-05,-262) | Distance : 261.95
12:42:43.356135 | Relative x,y | (000,-05) | Absolute x,y | (-05,-267) | Distance : 266.95
12:42:43.366820 | Relative x,y | (-01,-08) | Absolute x,y | (-06,-275) | Distance : 274.93
12:42:43.377411 | Relative x,y | (000,-05) | Absolute x,y | (-06,-280) | Distance : 279.94
12:42:43.387992 | Relative x,y | (000,-04) | Absolute x,y | (-06,-284) | Distance : 283.94
12:42:43.398676 | Relative x,y | (000,-09) | Absolute x,y | (-06,-293) | Distance : 292.94
12:42:43.409353 | Relative x,y | (000,-04) | Absolute x,y | (-06,-297) | Distance : 296.94
12:42:43.420049 | Relative x,y | (-01,-04) | Absolute x,y | (-07,-301) | Distance : 300.92
12:42:43.430751 | Relative x,y | (000,-09) | Absolute x,y | (-07,-310) | Distance : 309.92
