motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:48:29.437658 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:48:29.648817 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:48:30.073491 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:48:30.084153 | Relative x,y | (001,000) | Absolute x,y | (002,000) | Distance : 2.00
12:48:30.094812 | Relative x,y | (002,000) | Absolute x,y | (004,000) | Distance : 4.00
12:48:30.105510 | Relative x,y | (001,000) | Absolute x,y | (005,000) | Distance : 5.00
12:48:30.116224 | Relative x,y | (004,000) | Absolute x,y | (009,000) | Distance : 9.00
12:48:30.127043 | Relative x,y | (002,000) | Absolute x,y | (011,000) | Distance : 11.00
12:48:30.137770 | Relative x,y | (002,-01) | Absolute x,y | (013,-01) | Distance : 12.96
12:48:30.148498 | Relative x,y | (004,000) | Absolute x,y | (017,-01) | Distance : 16.97
12:48:30.159178 | Relative x,y | (003,000) | Absolute x,y | (020,-01) | Distance : 19.97
12:48:30.169853 | Relative x,y | (003,000) | Absolute x,y | (023,-01) | Distance : 22.98
12:48:30.180631 | Relative x,y | (006,-01) | Absolute x,y | (029,-02) | Distance : 28.93
12:48:30.191382 | Relative x,y | (003,000) | Absolute x,y | (032,-02) | Distance : 31.94
12:48:30.202137 | Relative x,y | (003,000) | Absolute x,y | (035,-02) | Distance : 34.94
12:48:30.212860 | Relative x,y | (008,-01) | Absolute x,y | (043,-03) | Distance : 42.90
12:48:30.223531 | Relative x,y | (004,000) | Absolute x,y | (047,-03) | Distance : 46.90
12:48:30.234210 | Relative x,y | (003,-01) | Absolute x,y | (050,-04) | Distance : 49.84
12:48:30.244875 | Relative x,y | (009,-01) | Absolute x,y | (059,-05) | Distance : 58.79
12:48:30.255539 | Relative x,y | (004,000) | Absolute x,y | (063,-05) | Distance : 62.80
12:48:30.266766 | Relative x,y | (004,000) | Absolute x,y | (067,-05) | Distance : 66.81
12:48:30.277523 | Relative x,y | (009,-01) | Absolute x,y | (076,-06) | Distance : 75.76
12:48:30.288236 | Relative x,y | (005,000) | Absolute x,y | (081,-06) | Distance : 80.78
12:48:30.298995 | Relative x,y | (004,000) | Absolute x,y | (085,-06) | Distance : 84.79
12:48:30.309705 | Relative x,y | (010,000) | Absolute x,y | (095,-06) | Distance : 94.81
12:48:30.320366 | Relative x,y | (005,000) | Absolute x,y | (100,-06) | Distance : 99.82
12:48:30.331037 | Relative x,y | (005,-01) | Absolute x,y | (105,-07) | Distance : 104.77
12:48:30.341730 | Relative x,y | (010,000) | Absolute x,y | (115,-07) | Distance : 114.79
12:48:30.352445 | Relative x,y | (005,000) | Absolute x,y | (120,-07) | Distance : 119.80
12:48:30.363075 | Relative x,y | (006,-01) | Absolute x,y | (126,-08) | Distance : 125.75
12:48:30.373658 | Relative x,y | (006,000) | Absolute x,y | (132,-08) | Distance : 131.76
12:48:30.384271 | Relative x,y | (012,000) | Absolute x,y | (144,-08) | Distance : 143.78
12:48:30.394939 | Relative x,y | (005,-01) | Absolute x,y | (149,-09) | Distance : 148.73
12:48:30.405635 | Relative x,y | (006,000) | Absolute x,y | (155,-09) | Distance : 154.74
12:48:30.416369 | Relative x,y | (011,-02) | Absolute x,y | (166,-11) | Distance : 165.64
12:48:30.427051 | Relative x,y | (006,000) | Absolute x,y | (172,-11) | Distance : 171.65
12:48:30.437705 | Relative x,y | (006,-01) | Absolute x,y | (178,-12) | Distance : 177.60
12:48:30.448459 | Relative x,y | (012,000) | Absolute x,y | (190,-12) | Distance : 189.62
12:48:30.459156 | Relative x,y | (007,000) | Absolute x,y | (197,-12) | Distance : 196.63
12:48:30.469828 | Relative x,y | (006,-01) | Absolute x,y | (203,-13) | Distance : 202.58
12:48:30.480549 | Relative x,y | (014,-01) | Absolute x,y | (217,-14) | Distance : 216.55
12:48:30.491225 | Relative x,y | (006,-01) | Absolute x,y | (223,-15) | Distance : 222.49
12:48:30.501886 | Relative x,y | (006,000) | Absolute x,y | (229,-15) | Distance : 228.51
12:48:30.512570 | Relative x,y | (014,000) | Absolute x,y | (243,-15) | Distance : 242.54
12:48:30.523264 | Relative x,y | (007,000) | Absolute x,y | (250,-15) | Distance : 249.55
12:48:30.535284 | Relative x,y | (006,001) | Absolute x,y | (256,-14) | Distance : 255.62
12:48:30.545927 | Relative x,y | (013,000) | Absolute x,y | (269,-14) | Distance : 268.64
12:48:30.556468 | Relative x,y | (006,000) | Absolute x,y | (275,-14) | Distance : 274.64
12:48:30.567095 | Relative x,y | (007,-01) | Absolute x,y | (282,-15) | Distance : 281.60
12:48:30.577819 | Relative x,y | (013,-01) | Absolute x,y | (295,-16) | Distance : 294.57
12:48:30.588661 | Relative x,y | (007,000) | Absolute x,y | (302,-16) | Distance : 301.58
12:48:30.599421 | Relative x,y | (006,-01) | Absolute x,y | (308,-17) | Distance : 307.53
12:48:30.610162 | Relative x,y | (014,-01) | Absolute x,y | (322,-18) | Distance : 321.50
