motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:46:34.665019 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:34.696920 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:34.876052 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:34.982171 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:35.119268 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:35.298493 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:35.574334 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:35.785575 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:35.890572 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:36.082561 | Relative x,y | (002,000) | Absolute x,y | (002,000) | Distance : 2.00
12:46:36.093252 | Relative x,y | (001,000) | Absolute x,y | (003,000) | Distance : 3.00
12:46:36.104008 | Relative x,y | (001,000) | Absolute x,y | (004,000) | Distance : 4.00
12:46:36.114679 | Relative x,y | (003,-01) | Absolute x,y | (007,-01) | Distance : 6.93
12:46:36.125393 | Relative x,y | (001,000) | Absolute x,y | (008,-01) | Distance : 7.94
12:46:36.136162 | Relative x,y | (002,000) | Absolute x,y | (010,-01) | Distance : 9.95
12:46:36.146879 | Relative x,y | (005,000) | Absolute x,y | (015,-01) | Distance : 14.97
12:46:36.157493 | Relative x,y | (002,000) | Absolute x,y | (017,-01) | Distance : 16.97
12:46:36.168057 | Relative x,y | (002,000) | Absolute x,y | (019,-01) | Distance : 18.97
12:46:36.178614 | Relative x,y | (007,000) | Absolute x,y | (026,-01) | Distance : 25.98
12:46:36.189180 | Relative x,y | (004,001) | Absolute x,y | (030,000) | Distance : 30.00
12:46:36.199775 | Relative x,y | (004,000) | Absolute x,y | (034,000) | Distance : 34.00
12:46:36.210338 | Relative x,y | (003,000) | Absolute x,y | (037,000) | Distance : 37.00
12:46:36.220876 | Relative x,y | (008,000) | Absolute x,y | (045,000) | Distance : 45.00
12:46:36.231424 | Relative x,y | (004,000) | Absolute x,y | (049,000) | Distance : 49.00
12:46:36.242013 | Relative x,y | (004,000) | Absolute x,y | (053,000) | Distance : 53.00
12:46:36.252701 | Relative x,y | (009,000) | Absolute x,y | (062,000) | Distance : 62.00
12:46:36.263425 | Relative x,y | (003,000) | Absolute x,y | (065,000) | Distance : 65.00
12:46:36.274143 | Relative x,y | (004,-01) | Absolute x,y | (069,-01) | Distance : 68.99
12:46:36.284748 | Relative x,y | (009,-01) | Absolute x,y | (078,-02) | Distance : 77.97
12:46:36.295308 | Relative x,y | (005,-01) | Absolute x,y | (083,-03) | Distance : 82.95
12:46:36.305977 | Relative x,y | (005,000) | Absolute x,y | (088,-03) | Distance : 87.95
12:46:36.316660 | Relative x,y | (010,-01) | Absolute x,y | (098,-04) | Distance : 97.92
12:46:36.328966 | Relative x,y | (005,000) | Absolute x,y | (103,-04) | Distance : 102.92
12:46:36.339598 | Relative x,y | (005,000) | Absolute x,y | (108,-04) | Distance : 107.93
12:46:36.350214 | Relative x,y | (010,000) | Absolute x,y | (118,-04) | Distance : 117.93
12:46:36.360890 | Relative x,y | (006,000) | Absolute x,y | (124,-04) | Distance : 123.94
12:46:36.371599 | Relative x,y | (005,000) | Absolute x,y | (129,-04) | Distance : 128.94
12:46:36.382394 | Relative x,y | (011,-01) | Absolute x,y | (140,-05) | Distance : 139.91
12:46:36.393024 | Relative x,y | (006,-01) | Absolute x,y | (146,-06) | Distance : 145.88
12:46:36.403567 | Relative x,y | (007,-01) | Absolute x,y | (153,-07) | Distance : 152.84
12:46:36.414182 | Relative x,y | (012,-02) | Absolute x,y | (165,-09) | Distance : 164.75
12:46:36.424838 | Relative x,y | (006,-01) | Absolute x,y | (171,-10) | Distance : 170.71
12:46:36.435453 | Relative x,y | (006,-01) | Absolute x,y | (177,-11) | Distance : 176.66
12:46:36.446096 | Relative x,y | (014,000) | Absolute x,y | (191,-11) | Distance : 190.68
12:46:36.456787 | Relative x,y | (006,-01) | Absolute x,y | (197,-12) | Distance : 196.63
12:46:36.467504 | Relative x,y | (006,000) | Absolute x,y | (203,-12) | Distance : 202.65
12:46:36.478172 | Relative x,y | (007,-01) | Absolute x,y | (210,-13) | Distance : 209.60
12:46:36.488855 | Relative x,y | (013,-02) | Absolute x,y | (223,-15) | Distance : 222.49
12:46:36.499495 | Relative x,y | (007,000) | Absolute x,y | (230,-15) | Distance : 229.51
12:46:36.510199 | Relative x,y | (006,-01) | Absolute x,y | (236,-16) | Distance : 235.46
12:46:36.520908 | Relative x,y | (013,-01) | Absolute x,y | (249,-17) | Distance : 248.42
12:46:36.531586 | Relative x,y | (006,000) | Absolute x,y | (255,-17) | Distance : 254.43
12:46:36.542284 | Relative x,y | (007,000) | Absolute x,y | (262,-17) | Distance : 261.45
12:46:36.552987 | Relative x,y | (014,-01) | Absolute x,y | (276,-18) | Distance : 275.41
12:46:36.563733 | Relative x,y | (007,000) | Absolute x,y | (283,-18) | Distance : 282.43
12:46:36.576042 | Relative x,y | (013,-02) | Absolute x,y | (296,-20) | Distance : 295.32
12:46:36.586750 | Relative x,y | (006,-01) | Absolute x,y | (302,-21) | Distance : 301.27
12:46:36.597513 | Relative x,y | (006,-01) | Absolute x,y | (308,-22) | Distance : 307.21
12:46:36.608237 | Relative x,y | (011,000) | Absolute x,y | (319,-22) | Distance : 318.24
12:46:36.618916 | Relative x,y | (007,000) | Absolute x,y | (326,-22) | Distance : 325.26
12:46:36.629610 | Relative x,y | (007,-01) | Absolute x,y | (333,-23) | Distance : 332.20
12:46:36.640295 | Relative x,y | (007,000) | Absolute x,y | (340,-23) | Distance : 339.22
12:46:36.651049 | Relative x,y | (014,000) | Absolute x,y | (354,-23) | Distance : 353.25
12:46:36.661719 | Relative x,y | (008,000) | Absolute x,y | (362,-23) | Distance : 361.27
12:46:36.672329 | Relative x,y | (006,000) | Absolute x,y | (368,-23) | Distance : 367.28
12:46:36.682996 | Relative x,y | (013,000) | Absolute x,y | (381,-23) | Distance : 380.31
12:46:36.693718 | Relative x,y | (007,000) | Absolute x,y | (388,-23) | Distance : 387.32
12:46:36.704433 | Relative x,y | (006,000) | Absolute x,y | (394,-23) | Distance : 393.33
12:46:36.715046 | Relative x,y | (013,-01) | Absolute x,y | (407,-24) | Distance : 406.29
12:46:36.725652 | Relative x,y | (007,000) | Absolute x,y | (414,-24) | Distance : 413.30
12:46:36.736251 | Relative x,y | (006,-01) | Absolute x,y | (420,-25) | Distance : 419.26
12:46:36.746953 | Relative x,y | (013,000) | Absolute x,y | (433,-25) | Distance : 432.28
12:46:36.757717 | Relative x,y | (006,000) | Absolute x,y | (439,-25) | Distance : 438.29
12:46:36.768391 | Relative x,y | (007,-01) | Absolute x,y | (446,-26) | Distance : 445.24
12:46:36.779023 | Relative x,y | (013,000) | Absolute x,y | (459,-26) | Distance : 458.26
12:46:36.789691 | Relative x,y | (006,000) | Absolute x,y | (465,-26) | Distance : 464.27
12:46:36.801983 | Relative x,y | (007,-01) | Absolute x,y | (472,-27) | Distance : 471.23
12:46:36.812748 | Relative x,y | (013,-01) | Absolute x,y | (485,-28) | Distance : 484.19
12:46:36.823378 | Relative x,y | (007,000) | Absolute x,y | (492,-28) | Distance : 491.20
12:46:36.833996 | Relative x,y | (006,000) | Absolute x,y | (498,-28) | Distance : 497.21
12:46:36.844686 | Relative x,y | (013,-02) | Absolute x,y | (511,-30) | Distance : 510.12
12:46:36.855408 | Relative x,y | (006,000) | Absolute x,y | (517,-30) | Distance : 516.13
12:46:36.866124 | Relative x,y | (006,-01) | Absolute x,y | (523,-31) | Distance : 522.08
12:46:36.876741 | Relative x,y | (013,-01) | Absolute x,y | (536,-32) | Distance : 535.04
12:46:36.887283 | Relative x,y | (006,-01) | Absolute x,y | (542,-33) | Distance : 540.99
12:46:36.897874 | Relative x,y | (007,000) | Absolute x,y | (549,-33) | Distance : 548.01
12:46:36.908568 | Relative x,y | (007,000) | Absolute x,y | (556,-33) | Distance : 555.02
12:46:36.919277 | Relative x,y | (013,000) | Absolute x,y | (569,-33) | Distance : 568.04
12:46:36.930006 | Relative x,y | (007,000) | Absolute x,y | (576,-33) | Distance : 575.05
12:46:36.940689 | Relative x,y | (006,000) | Absolute x,y | (582,-33) | Distance : 581.06
12:46:36.951381 | Relative x,y | (013,-01) | Absolute x,y | (595,-34) | Distance : 594.03
12:46:36.962320 | Relative x,y | (007,000) | Absolute x,y | (602,-34) | Distance : 601.04
12:46:36.973065 | Relative x,y | (007,000) | Absolute x,y | (609,-34) | Distance : 608.05
12:46:36.983809 | Relative x,y | (014,-01) | Absolute x,y | (623,-35) | Distance : 622.02
12:46:36.994487 | Relative x,y | (007,000) | Absolute x,y | (630,-35) | Distance : 629.03
12:46:37.005159 | Relative x,y | (006,000) | Absolute x,y | (636,-35) | Distance : 635.04
12:46:37.016179 | Relative x,y | (012,000) | Absolute x,y | (648,-35) | Distance : 647.05
12:46:37.026886 | Relative x,y | (007,000) | Absolute x,y | (655,-35) | Distance : 654.06
12:46:37.037595 | Relative x,y | (007,000) | Absolute x,y | (662,-35) | Distance : 661.07
12:46:37.048296 | Relative x,y | (013,-01) | Absolute x,y | (675,-36) | Distance : 674.04
12:46:37.059060 | Relative x,y | (006,-01) | Absolute x,y | (681,-37) | Distance : 679.99
12:46:37.069749 | Relative x,y | (007,000) | Absolute x,y | (688,-37) | Distance : 687.00
12:46:37.080419 | Relative x,y | (012,-02) | Absolute x,y | (700,-39) | Distance : 698.91
