motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

09/16/22 16:58:17 :: Relative x,y : (-01,000) | Absolute x,y : (002,-159)
09/16/22 16:58:17 :: Relative x,y : (-01,001) | Absolute x,y : (001,-158)
09/16/22 16:58:17 :: Relative x,y : (000,-01) | Absolute x,y : (001,-159)
09/16/22 16:58:17 :: Relative x,y : (003,-01) | Absolute x,y : (004,-160)
09/16/22 16:58:17 :: Relative x,y : (000,001) | Absolute x,y : (004,-159)
09/16/22 16:58:17 :: Relative x,y : (000,001) | Absolute x,y : (004,-158)
09/16/22 16:58:17 :: Relative x,y : (000,-02) | Absolute x,y : (004,-160)
09/16/22 16:58:17 :: Relative x,y : (001,001) | Absolute x,y : (005,-159)
09/16/22 16:58:17 :: Relative x,y : (001,001) | Absolute x,y : (006,-158)
09/16/22 16:58:17 :: Relative x,y : (000,-01) | Absolute x,y : (006,-159)
09/16/22 16:58:17 :: Relative x,y : (000,-01) | Absolute x,y : (006,-160)
09/16/22 16:58:17 :: Relative x,y : (-01,000) | Absolute x,y : (005,-160)
09/16/22 16:58:17 :: Relative x,y : (001,000) | Absolute x,y : (006,-160)
09/16/22 16:58:17 :: Relative x,y : (001,000) | Absolute x,y : (007,-160)
09/16/22 16:58:17 :: Relative x,y : (-01,000) | Absolute x,y : (006,-160)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (006,-159)
09/16/22 16:58:18 :: Relative x,y : (-01,000) | Absolute x,y : (005,-159)
09/16/22 16:58:18 :: Relative x,y : (001,-01) | Absolute x,y : (006,-160)
09/16/22 16:58:18 :: Relative x,y : (-02,000) | Absolute x,y : (004,-160)
09/16/22 16:58:18 :: Relative x,y : (-01,-01) | Absolute x,y : (003,-161)
09/16/22 16:58:18 :: Relative x,y : (-01,000) | Absolute x,y : (002,-161)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (003,-161)
09/16/22 16:58:18 :: Relative x,y : (003,000) | Absolute x,y : (006,-161)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (006,-160)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (006,-159)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (006,-158)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (006,-157)
09/16/22 16:58:18 :: Relative x,y : (-01,000) | Absolute x,y : (005,-157)
09/16/22 16:58:18 :: Relative x,y : (-01,000) | Absolute x,y : (004,-157)
09/16/22 16:58:18 :: Relative x,y : (000,-01) | Absolute x,y : (004,-158)
09/16/22 16:58:18 :: Relative x,y : (000,-01) | Absolute x,y : (004,-159)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (004,-158)
09/16/22 16:58:18 :: Relative x,y : (000,-01) | Absolute x,y : (004,-159)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (005,-159)
09/16/22 16:58:18 :: Relative x,y : (000,-01) | Absolute x,y : (005,-160)
09/16/22 16:58:18 :: Relative x,y : (-03,000) | Absolute x,y : (002,-160)
09/16/22 16:58:18 :: Relative x,y : (000,002) | Absolute x,y : (002,-158)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (003,-158)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (004,-158)
09/16/22 16:58:18 :: Relative x,y : (000,-01) | Absolute x,y : (004,-159)
09/16/22 16:58:18 :: Relative x,y : (000,001) | Absolute x,y : (004,-158)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (005,-158)
09/16/22 16:58:18 :: Relative x,y : (-02,000) | Absolute x,y : (003,-158)
09/16/22 16:58:18 :: Relative x,y : (-01,-01) | Absolute x,y : (002,-159)
09/16/22 16:58:18 :: Relative x,y : (-02,000) | Absolute x,y : (000,-159)
09/16/22 16:58:18 :: Relative x,y : (001,000) | Absolute x,y : (001,-159)
09/16/22 16:58:18 :: Relative x,y : (003,004) | Absolute x,y : (004,-155)
09/16/22 16:58:18 :: Relative x,y : (000,002) | Absolute x,y : (004,-153)
09/16/22 16:58:18 :: Relative x,y : (-01,-04) | Absolute x,y : (003,-157)
09/16/22 16:58:18 :: Relative x,y : (000,-03) | Absolute x,y : (003,-160)
09/16/22 16:58:18 :: Relative x,y : (000,-03) | Absolute x,y : (003,-163)
09/16/22 16:58:18 :: Relative x,y : (-01,-08) | Absolute x,y : (002,-171)
09/16/22 16:58:18 :: Relative x,y : (000,-04) | Absolute x,y : (002,-175)
09/16/22 16:58:18 :: Relative x,y : (000,-02) | Absolute x,y : (002,-177)
09/16/22 16:58:18 :: Relative x,y : (000,-06) | Absolute x,y : (002,-183)
09/16/22 16:58:18 :: Relative x,y : (-01,-04) | Absolute x,y : (001,-187)
09/16/22 16:58:18 :: Relative x,y : (000,-05) | Absolute x,y : (001,-192)
09/16/22 16:58:18 :: Relative x,y : (000,-09) | Absolute x,y : (001,-201)
09/16/22 16:58:18 :: Relative x,y : (000,-03) | Absolute x,y : (001,-204)
09/16/22 16:58:18 :: Relative x,y : (000,-04) | Absolute x,y : (001,-208)
09/16/22 16:58:18 :: Relative x,y : (000,-04) | Absolute x,y : (001,-212)
09/16/22 16:58:18 :: Relative x,y : (000,-08) | Absolute x,y : (001,-220)
09/16/22 16:58:18 :: Relative x,y : (000,-04) | Absolute x,y : (001,-224)
09/16/22 16:58:19 :: Relative x,y : (000,-03) | Absolute x,y : (001,-227)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (001,-235)
09/16/22 16:58:19 :: Relative x,y : (-01,-04) | Absolute x,y : (000,-239)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (000,-243)
09/16/22 16:58:19 :: Relative x,y : (-01,-08) | Absolute x,y : (-01,-251)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-01,-255)
09/16/22 16:58:19 :: Relative x,y : (-01,-04) | Absolute x,y : (-02,-259)
09/16/22 16:58:19 :: Relative x,y : (000,-06) | Absolute x,y : (-02,-265)
09/16/22 16:58:19 :: Relative x,y : (-01,-03) | Absolute x,y : (-03,-268)
09/16/22 16:58:19 :: Relative x,y : (000,-03) | Absolute x,y : (-03,-271)
09/16/22 16:58:19 :: Relative x,y : (-01,-04) | Absolute x,y : (-04,-275)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-04,-283)
09/16/22 16:58:19 :: Relative x,y : (-01,-05) | Absolute x,y : (-05,-288)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-05,-292)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-05,-300)
09/16/22 16:58:19 :: Relative x,y : (-01,-03) | Absolute x,y : (-06,-303)
09/16/22 16:58:19 :: Relative x,y : (000,-07) | Absolute x,y : (-06,-310)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-314)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-318)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-06,-326)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-330)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-334)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-338)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-06,-346)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-350)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-06,-354)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-06,-362)
09/16/22 16:58:19 :: Relative x,y : (-01,-04) | Absolute x,y : (-07,-366)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-07,-370)
09/16/22 16:58:19 :: Relative x,y : (000,-09) | Absolute x,y : (-07,-379)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-07,-383)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-07,-387)
09/16/22 16:58:19 :: Relative x,y : (000,-07) | Absolute x,y : (-07,-394)
09/16/22 16:58:19 :: Relative x,y : (-01,-04) | Absolute x,y : (-08,-398)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-08,-402)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-08,-406)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-08,-414)
09/16/22 16:58:19 :: Relative x,y : (000,-03) | Absolute x,y : (-08,-417)
09/16/22 16:58:19 :: Relative x,y : (000,-03) | Absolute x,y : (-08,-420)
09/16/22 16:58:19 :: Relative x,y : (001,-05) | Absolute x,y : (-07,-425)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-07,-429)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-07,-433)
09/16/22 16:58:19 :: Relative x,y : (-01,-08) | Absolute x,y : (-08,-441)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-08,-445)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-08,-449)
09/16/22 16:58:19 :: Relative x,y : (-01,-08) | Absolute x,y : (-09,-457)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-09,-461)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-09,-465)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-09,-473)
09/16/22 16:58:19 :: Relative x,y : (000,-01) | Absolute x,y : (-09,-474)
09/16/22 16:58:19 :: Relative x,y : (-01,-14) | Absolute x,y : (-10,-488)
09/16/22 16:58:19 :: Relative x,y : (-01,-08) | Absolute x,y : (-11,-496)
09/16/22 16:58:19 :: Relative x,y : (000,-08) | Absolute x,y : (-11,-504)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-11,-508)
09/16/22 16:58:19 :: Relative x,y : (-01,-09) | Absolute x,y : (-12,-517)
09/16/22 16:58:19 :: Relative x,y : (000,-04) | Absolute x,y : (-12,-521)
09/16/22 16:58:19 :: Relative x,y : (000,-02) | Absolute x,y : (-12,-523)
09/16/22 16:58:19 :: Relative x,y : (-01,-06) | Absolute x,y : (-13,-529)
09/16/22 16:58:19 :: Relative x,y : (000,-02) | Absolute x,y : (-13,-531)
09/16/22 16:58:19 :: Relative x,y : (-01,-03) | Absolute x,y : (-14,-534)
09/16/22 16:58:19 :: Relative x,y : (000,001) | Absolute x,y : (-14,-533)
09/16/22 16:58:19 :: Relative x,y : (-02,001) | Absolute x,y : (-16,-532)
09/16/22 16:58:19 :: Relative x,y : (000,002) | Absolute x,y : (-16,-530)
09/16/22 16:58:19 :: Relative x,y : (-02,000) | Absolute x,y : (-18,-530)
09/16/22 16:58:19 :: Relative x,y : (002,001) | Absolute x,y : (-16,-529)
09/16/22 16:58:19 :: Relative x,y : (002,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:19 :: Relative x,y : (001,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:19 :: Relative x,y : (-02,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:19 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-529)
09/16/22 16:58:19 :: Relative x,y : (-01,-01) | Absolute x,y : (-17,-530)
09/16/22 16:58:19 :: Relative x,y : (002,002) | Absolute x,y : (-15,-528)
09/16/22 16:58:19 :: Relative x,y : (001,000) | Absolute x,y : (-14,-528)
09/16/22 16:58:19 :: Relative x,y : (000,001) | Absolute x,y : (-14,-527)
09/16/22 16:58:19 :: Relative x,y : (-01,000) | Absolute x,y : (-15,-527)
09/16/22 16:58:19 :: Relative x,y : (000,-01) | Absolute x,y : (-15,-528)
09/16/22 16:58:20 :: Relative x,y : (-01,-02) | Absolute x,y : (-16,-530)
09/16/22 16:58:20 :: Relative x,y : (000,001) | Absolute x,y : (-16,-529)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-17,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-16,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:20 :: Relative x,y : (002,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:20 :: Relative x,y : (-02,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:20 :: Relative x,y : (-02,002) | Absolute x,y : (-17,-527)
09/16/22 16:58:20 :: Relative x,y : (001,-02) | Absolute x,y : (-16,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:20 :: Relative x,y : (002,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:20 :: Relative x,y : (002,000) | Absolute x,y : (-11,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-10,-529)
09/16/22 16:58:20 :: Relative x,y : (-01,001) | Absolute x,y : (-11,-528)
09/16/22 16:58:20 :: Relative x,y : (-02,000) | Absolute x,y : (-13,-528)
09/16/22 16:58:20 :: Relative x,y : (-01,-02) | Absolute x,y : (-14,-530)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-15,-530)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-14,-530)
09/16/22 16:58:20 :: Relative x,y : (002,000) | Absolute x,y : (-12,-530)
09/16/22 16:58:20 :: Relative x,y : (003,000) | Absolute x,y : (-09,-530)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-10,-530)
09/16/22 16:58:20 :: Relative x,y : (000,001) | Absolute x,y : (-10,-529)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-11,-529)
09/16/22 16:58:20 :: Relative x,y : (000,001) | Absolute x,y : (-11,-528)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-12,-528)
09/16/22 16:58:20 :: Relative x,y : (-04,001) | Absolute x,y : (-16,-527)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-17,-527)
09/16/22 16:58:20 :: Relative x,y : (000,-02) | Absolute x,y : (-17,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-16,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:20 :: Relative x,y : (002,000) | Absolute x,y : (-11,-529)
09/16/22 16:58:20 :: Relative x,y : (000,-01) | Absolute x,y : (-11,-530)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-10,-530)
09/16/22 16:58:20 :: Relative x,y : (000,001) | Absolute x,y : (-10,-529)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-09,-529)
09/16/22 16:58:20 :: Relative x,y : (-02,001) | Absolute x,y : (-11,-528)
09/16/22 16:58:20 :: Relative x,y : (-01,001) | Absolute x,y : (-12,-527)
09/16/22 16:58:20 :: Relative x,y : (-02,000) | Absolute x,y : (-14,-527)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-15,-527)
09/16/22 16:58:20 :: Relative x,y : (003,000) | Absolute x,y : (-12,-527)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-11,-527)
09/16/22 16:58:20 :: Relative x,y : (001,000) | Absolute x,y : (-10,-527)
09/16/22 16:58:20 :: Relative x,y : (000,001) | Absolute x,y : (-10,-526)
09/16/22 16:58:20 :: Relative x,y : (-01,000) | Absolute x,y : (-11,-526)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-10,-526)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-10,-527)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-11,-527)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-11,-528)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-10,-528)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-11,-528)
09/16/22 16:58:21 :: Relative x,y : (-02,001) | Absolute x,y : (-13,-527)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-13,-526)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-12,-526)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-11,-526)
09/16/22 16:58:21 :: Relative x,y : (001,-01) | Absolute x,y : (-10,-527)
09/16/22 16:58:21 :: Relative x,y : (001,-01) | Absolute x,y : (-09,-528)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-09,-529)
09/16/22 16:58:21 :: Relative x,y : (-02,-01) | Absolute x,y : (-11,-530)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-12,-530)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-12,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-14,-528)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-14,-529)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-14,-530)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-14,-531)
09/16/22 16:58:21 :: Relative x,y : (-02,000) | Absolute x,y : (-16,-531)
09/16/22 16:58:21 :: Relative x,y : (-01,001) | Absolute x,y : (-17,-530)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-17,-529)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-17,-528)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-16,-528)
09/16/22 16:58:21 :: Relative x,y : (002,000) | Absolute x,y : (-14,-528)
09/16/22 16:58:21 :: Relative x,y : (004,-01) | Absolute x,y : (-10,-529)
09/16/22 16:58:21 :: Relative x,y : (000,-01) | Absolute x,y : (-10,-530)
09/16/22 16:58:21 :: Relative x,y : (001,001) | Absolute x,y : (-09,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-10,-529)
09/16/22 16:58:21 :: Relative x,y : (-02,000) | Absolute x,y : (-12,-529)
09/16/22 16:58:21 :: Relative x,y : (-02,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-529)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-16,-528)
09/16/22 16:58:21 :: Relative x,y : (002,000) | Absolute x,y : (-14,-528)
09/16/22 16:58:21 :: Relative x,y : (001,-01) | Absolute x,y : (-13,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:21 :: Relative x,y : (-01,-01) | Absolute x,y : (-15,-530)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-530)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-16,-529)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-16,-528)
09/16/22 16:58:21 :: Relative x,y : (001,-02) | Absolute x,y : (-15,-530)
09/16/22 16:58:21 :: Relative x,y : (001,000) | Absolute x,y : (-14,-530)
09/16/22 16:58:21 :: Relative x,y : (-01,000) | Absolute x,y : (-15,-530)
09/16/22 16:58:21 :: Relative x,y : (000,002) | Absolute x,y : (-15,-528)
09/16/22 16:58:21 :: Relative x,y : (000,001) | Absolute x,y : (-15,-527)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-527)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-16,-528)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-17,-528)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-17,-529)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-17,-530)
09/16/22 16:58:22 :: Relative x,y : (001,000) | Absolute x,y : (-16,-530)
09/16/22 16:58:22 :: Relative x,y : (001,001) | Absolute x,y : (-15,-529)
09/16/22 16:58:22 :: Relative x,y : (001,001) | Absolute x,y : (-14,-528)
09/16/22 16:58:22 :: Relative x,y : (001,001) | Absolute x,y : (-13,-527)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-13,-528)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-13,-529)
09/16/22 16:58:22 :: Relative x,y : (-02,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:22 :: Relative x,y : (-02,001) | Absolute x,y : (-17,-528)
09/16/22 16:58:22 :: Relative x,y : (001,000) | Absolute x,y : (-16,-528)
09/16/22 16:58:22 :: Relative x,y : (002,000) | Absolute x,y : (-14,-528)
09/16/22 16:58:22 :: Relative x,y : (002,000) | Absolute x,y : (-12,-528)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-12,-529)
09/16/22 16:58:22 :: Relative x,y : (-01,-01) | Absolute x,y : (-13,-530)
09/16/22 16:58:22 :: Relative x,y : (-02,000) | Absolute x,y : (-15,-530)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-530)
09/16/22 16:58:22 :: Relative x,y : (000,001) | Absolute x,y : (-16,-529)
09/16/22 16:58:22 :: Relative x,y : (001,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:22 :: Relative x,y : (001,000) | Absolute x,y : (-14,-529)
09/16/22 16:58:22 :: Relative x,y : (002,000) | Absolute x,y : (-12,-529)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-13,-529)
09/16/22 16:58:22 :: Relative x,y : (-02,000) | Absolute x,y : (-15,-529)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-16,-529)
09/16/22 16:58:22 :: Relative x,y : (-01,000) | Absolute x,y : (-17,-529)
09/16/22 16:58:22 :: Relative x,y : (004,-03) | Absolute x,y : (-13,-532)
09/16/22 16:58:22 :: Relative x,y : (002,-01) | Absolute x,y : (-11,-533)
09/16/22 16:58:22 :: Relative x,y : (000,001) | Absolute x,y : (-11,-532)
09/16/22 16:58:22 :: Relative x,y : (000,006) | Absolute x,y : (-11,-526)
09/16/22 16:58:22 :: Relative x,y : (000,002) | Absolute x,y : (-11,-524)
09/16/22 16:58:22 :: Relative x,y : (000,001) | Absolute x,y : (-11,-523)
09/16/22 16:58:22 :: Relative x,y : (002,015) | Absolute x,y : (-09,-508)
09/16/22 16:58:22 :: Relative x,y : (000,006) | Absolute x,y : (-09,-502)
09/16/22 16:58:22 :: Relative x,y : (001,008) | Absolute x,y : (-08,-494)
09/16/22 16:58:22 :: Relative x,y : (000,008) | Absolute x,y : (-08,-486)
09/16/22 16:58:22 :: Relative x,y : (001,004) | Absolute x,y : (-07,-482)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-07,-478)
09/16/22 16:58:22 :: Relative x,y : (000,006) | Absolute x,y : (-07,-472)
09/16/22 16:58:22 :: Relative x,y : (001,005) | Absolute x,y : (-06,-467)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-06,-463)
09/16/22 16:58:22 :: Relative x,y : (000,005) | Absolute x,y : (-06,-458)
09/16/22 16:58:22 :: Relative x,y : (000,007) | Absolute x,y : (-06,-451)
09/16/22 16:58:22 :: Relative x,y : (001,005) | Absolute x,y : (-05,-446)
09/16/22 16:58:22 :: Relative x,y : (000,007) | Absolute x,y : (-05,-439)
09/16/22 16:58:22 :: Relative x,y : (000,005) | Absolute x,y : (-05,-434)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-05,-430)
09/16/22 16:58:22 :: Relative x,y : (000,005) | Absolute x,y : (-05,-425)
09/16/22 16:58:22 :: Relative x,y : (000,008) | Absolute x,y : (-05,-417)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-05,-413)
09/16/22 16:58:22 :: Relative x,y : (000,003) | Absolute x,y : (-05,-410)
09/16/22 16:58:22 :: Relative x,y : (000,008) | Absolute x,y : (-05,-402)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-05,-398)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-05,-394)
09/16/22 16:58:22 :: Relative x,y : (000,008) | Absolute x,y : (-05,-386)
09/16/22 16:58:22 :: Relative x,y : (000,004) | Absolute x,y : (-05,-382)
09/16/22 16:58:22 :: Relative x,y : (000,005) | Absolute x,y : (-05,-377)
09/16/22 16:58:22 :: Relative x,y : (000,001) | Absolute x,y : (-05,-376)
09/16/22 16:58:22 :: Relative x,y : (000,-02) | Absolute x,y : (-05,-378)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-05,-379)
09/16/22 16:58:22 :: Relative x,y : (000,-01) | Absolute x,y : (-05,-380)
09/16/22 16:58:22 :: Relative x,y : (-01,-01) | Absolute x,y : (-06,-381)
09/16/22 16:58:22 :: Relative x,y : (000,001) | Absolute x,y : (-06,-380)
09/16/22 16:58:22 :: Relative x,y : (001,000) | Absolute x,y : (-05,-380)
09/16/22 16:58:22 :: Relative x,y : (002,001) | Absolute x,y : (-03,-379)
09/16/22 16:58:22 :: Relative x,y : (-02,000) | Absolute x,y : (-05,-379)
09/16/22 16:58:22 :: Relative x,y : (-01,-01) | Absolute x,y : (-06,-380)
09/16/22 16:58:23 :: Relative x,y : (001,000) | Absolute x,y : (-05,-380)
09/16/22 16:58:23 :: Relative x,y : (001,000) | Absolute x,y : (-04,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-05,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-06,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-07,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-08,-380)
09/16/22 16:58:23 :: Relative x,y : (000,001) | Absolute x,y : (-08,-379)
09/16/22 16:58:23 :: Relative x,y : (001,000) | Absolute x,y : (-07,-379)
09/16/22 16:58:23 :: Relative x,y : (001,001) | Absolute x,y : (-06,-378)
09/16/22 16:58:23 :: Relative x,y : (001,000) | Absolute x,y : (-05,-378)
09/16/22 16:58:23 :: Relative x,y : (000,-01) | Absolute x,y : (-05,-379)
09/16/22 16:58:23 :: Relative x,y : (000,-01) | Absolute x,y : (-05,-380)
09/16/22 16:58:23 :: Relative x,y : (001,001) | Absolute x,y : (-04,-379)
09/16/22 16:58:23 :: Relative x,y : (000,-01) | Absolute x,y : (-04,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-05,-380)
09/16/22 16:58:23 :: Relative x,y : (-01,000) | Absolute x,y : (-06,-380)
09/16/22 16:58:23 :: Relative x,y : (000,001) | Absolute x,y : (-06,-379)
09/16/22 16:58:23 :: Relative x,y : (-02,000) | Absolute x,y : (-08,-379)
09/16/22 16:58:23 :: Relative x,y : (001,000) | Absolute x,y : (-07,-379)
