motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:47:40.886371 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:47:40.897011 | Relative x,y | (003,000) | Absolute x,y | (004,000) | Distance : 4.00
12:47:40.907657 | Relative x,y | (002,000) | Absolute x,y | (006,000) | Distance : 6.00
12:47:40.918379 | Relative x,y | (002,000) | Absolute x,y | (008,000) | Distance : 8.00
12:47:40.929073 | Relative x,y | (002,000) | Absolute x,y | (010,000) | Distance : 10.00
12:47:40.939781 | Relative x,y | (006,000) | Absolute x,y | (016,000) | Distance : 16.00
12:47:40.950399 | Relative x,y | (004,000) | Absolute x,y | (020,000) | Distance : 20.00
12:47:40.960969 | Relative x,y | (003,000) | Absolute x,y | (023,000) | Distance : 23.00
12:47:40.971566 | Relative x,y | (009,000) | Absolute x,y | (032,000) | Distance : 32.00
12:47:40.982215 | Relative x,y | (005,000) | Absolute x,y | (037,000) | Distance : 37.00
12:47:40.992911 | Relative x,y | (004,000) | Absolute x,y | (041,000) | Distance : 41.00
12:47:41.003642 | Relative x,y | (010,000) | Absolute x,y | (051,000) | Distance : 51.00
12:47:41.014400 | Relative x,y | (006,000) | Absolute x,y | (057,000) | Distance : 57.00
12:47:41.025151 | Relative x,y | (005,-01) | Absolute x,y | (062,-01) | Distance : 61.99
12:47:41.035833 | Relative x,y | (010,-01) | Absolute x,y | (072,-02) | Distance : 71.97
12:47:41.046517 | Relative x,y | (006,000) | Absolute x,y | (078,-02) | Distance : 77.97
12:47:41.057229 | Relative x,y | (005,-01) | Absolute x,y | (083,-03) | Distance : 82.95
12:47:41.067888 | Relative x,y | (012,-01) | Absolute x,y | (095,-04) | Distance : 94.92
12:47:41.078469 | Relative x,y | (006,000) | Absolute x,y | (101,-04) | Distance : 100.92
12:47:41.089013 | Relative x,y | (005,000) | Absolute x,y | (106,-04) | Distance : 105.92
12:47:41.099605 | Relative x,y | (006,-01) | Absolute x,y | (112,-05) | Distance : 111.89
12:47:41.110257 | Relative x,y | (012,000) | Absolute x,y | (124,-05) | Distance : 123.90
