motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:47:14.010918 | Relative x,y | (002,000) | Absolute x,y | (002,000) | Distance : 2.00
12:47:14.021674 | Relative x,y | (001,000) | Absolute x,y | (003,000) | Distance : 3.00
12:47:14.032429 | Relative x,y | (001,000) | Absolute x,y | (004,000) | Distance : 4.00
12:47:14.043122 | Relative x,y | (002,000) | Absolute x,y | (006,000) | Distance : 6.00
12:47:14.053817 | Relative x,y | (004,000) | Absolute x,y | (010,000) | Distance : 10.00
12:47:14.064534 | Relative x,y | (002,000) | Absolute x,y | (012,000) | Distance : 12.00
12:47:14.075219 | Relative x,y | (002,000) | Absolute x,y | (014,000) | Distance : 14.00
12:47:14.085970 | Relative x,y | (004,-01) | Absolute x,y | (018,-01) | Distance : 17.97
12:47:14.096717 | Relative x,y | (002,000) | Absolute x,y | (020,-01) | Distance : 19.97
12:47:14.107383 | Relative x,y | (003,000) | Absolute x,y | (023,-01) | Distance : 22.98
12:47:14.118068 | Relative x,y | (006,-01) | Absolute x,y | (029,-02) | Distance : 28.93
12:47:14.128780 | Relative x,y | (003,000) | Absolute x,y | (032,-02) | Distance : 31.94
12:47:14.139511 | Relative x,y | (003,000) | Absolute x,y | (035,-02) | Distance : 34.94
12:47:14.150230 | Relative x,y | (007,-01) | Absolute x,y | (042,-03) | Distance : 41.89
12:47:14.161000 | Relative x,y | (003,000) | Absolute x,y | (045,-03) | Distance : 44.90
12:47:14.171955 | Relative x,y | (004,000) | Absolute x,y | (049,-03) | Distance : 48.91
12:47:14.182671 | Relative x,y | (007,-01) | Absolute x,y | (056,-04) | Distance : 55.86
12:47:14.193392 | Relative x,y | (005,000) | Absolute x,y | (061,-04) | Distance : 60.87
12:47:14.204130 | Relative x,y | (004,-01) | Absolute x,y | (065,-05) | Distance : 64.81
12:47:14.214903 | Relative x,y | (008,000) | Absolute x,y | (073,-05) | Distance : 72.83
12:47:14.225620 | Relative x,y | (004,000) | Absolute x,y | (077,-05) | Distance : 76.84
12:47:14.236312 | Relative x,y | (005,000) | Absolute x,y | (082,-05) | Distance : 81.85
12:47:14.247540 | Relative x,y | (009,-01) | Absolute x,y | (091,-06) | Distance : 90.80
12:47:14.258276 | Relative x,y | (005,000) | Absolute x,y | (096,-06) | Distance : 95.81
12:47:14.268915 | Relative x,y | (005,000) | Absolute x,y | (101,-06) | Distance : 100.82
