motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:46:56.606639 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:56.768918 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:56.980266 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:46:57.214114 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:46:57.224805 | Relative x,y | (001,000) | Absolute x,y | (002,000) | Distance : 2.00
12:46:57.235473 | Relative x,y | (002,000) | Absolute x,y | (004,000) | Distance : 4.00
12:46:57.246169 | Relative x,y | (001,000) | Absolute x,y | (005,000) | Distance : 5.00
12:46:57.256930 | Relative x,y | (001,000) | Absolute x,y | (006,000) | Distance : 6.00
12:46:57.267693 | Relative x,y | (004,000) | Absolute x,y | (010,000) | Distance : 10.00
12:46:57.278363 | Relative x,y | (003,000) | Absolute x,y | (013,000) | Distance : 13.00
12:46:57.289000 | Relative x,y | (002,000) | Absolute x,y | (015,000) | Distance : 15.00
12:46:57.299670 | Relative x,y | (006,000) | Absolute x,y | (021,000) | Distance : 21.00
12:46:57.310477 | Relative x,y | (003,000) | Absolute x,y | (024,000) | Distance : 24.00
12:46:57.321218 | Relative x,y | (003,000) | Absolute x,y | (027,000) | Distance : 27.00
12:46:57.331920 | Relative x,y | (007,-01) | Absolute x,y | (034,-01) | Distance : 33.99
12:46:57.342612 | Relative x,y | (004,000) | Absolute x,y | (038,-01) | Distance : 37.99
12:46:57.353304 | Relative x,y | (004,-01) | Absolute x,y | (042,-02) | Distance : 41.95
12:46:57.364013 | Relative x,y | (008,000) | Absolute x,y | (050,-02) | Distance : 49.96
12:46:57.374725 | Relative x,y | (004,000) | Absolute x,y | (054,-02) | Distance : 53.96
12:46:57.385332 | Relative x,y | (004,000) | Absolute x,y | (058,-02) | Distance : 57.97
12:46:57.395874 | Relative x,y | (005,-01) | Absolute x,y | (063,-03) | Distance : 62.93
12:46:57.406441 | Relative x,y | (010,-01) | Absolute x,y | (073,-04) | Distance : 72.89
12:46:57.417145 | Relative x,y | (006,000) | Absolute x,y | (079,-04) | Distance : 78.90
12:46:57.427895 | Relative x,y | (005,-01) | Absolute x,y | (084,-05) | Distance : 83.85
12:46:57.440234 | Relative x,y | (010,-01) | Absolute x,y | (094,-06) | Distance : 93.81
12:46:57.450943 | Relative x,y | (005,-01) | Absolute x,y | (099,-07) | Distance : 98.75
12:46:57.461532 | Relative x,y | (006,000) | Absolute x,y | (105,-07) | Distance : 104.77
12:46:57.472091 | Relative x,y | (012,-01) | Absolute x,y | (117,-08) | Distance : 116.73
12:46:57.482730 | Relative x,y | (005,-01) | Absolute x,y | (122,-09) | Distance : 121.67
12:46:57.493391 | Relative x,y | (006,000) | Absolute x,y | (128,-09) | Distance : 127.68
12:46:57.504117 | Relative x,y | (012,-02) | Absolute x,y | (140,-11) | Distance : 139.57
12:46:57.514779 | Relative x,y | (007,000) | Absolute x,y | (147,-11) | Distance : 146.59
12:46:57.525495 | Relative x,y | (006,000) | Absolute x,y | (153,-11) | Distance : 152.60
12:46:57.536204 | Relative x,y | (013,-01) | Absolute x,y | (166,-12) | Distance : 165.57
12:46:57.546904 | Relative x,y | (006,-01) | Absolute x,y | (172,-13) | Distance : 171.51
12:46:57.557613 | Relative x,y | (007,000) | Absolute x,y | (179,-13) | Distance : 178.53
12:46:57.568316 | Relative x,y | (012,-01) | Absolute x,y | (191,-14) | Distance : 190.49
12:46:57.579035 | Relative x,y | (006,-01) | Absolute x,y | (197,-15) | Distance : 196.43
12:46:57.589745 | Relative x,y | (006,000) | Absolute x,y | (203,-15) | Distance : 202.45
12:46:57.600442 | Relative x,y | (013,-01) | Absolute x,y | (216,-16) | Distance : 215.41
12:46:57.611134 | Relative x,y | (007,000) | Absolute x,y | (223,-16) | Distance : 222.43
12:46:57.621876 | Relative x,y | (007,000) | Absolute x,y | (230,-16) | Distance : 229.44
12:46:57.632607 | Relative x,y | (012,000) | Absolute x,y | (242,-16) | Distance : 241.47
12:46:57.643244 | Relative x,y | (007,000) | Absolute x,y | (249,-16) | Distance : 248.49
12:46:57.653866 | Relative x,y | (006,000) | Absolute x,y | (255,-16) | Distance : 254.50
12:46:57.664593 | Relative x,y | (014,000) | Absolute x,y | (269,-16) | Distance : 268.52
12:46:57.676864 | Relative x,y | (006,-01) | Absolute x,y | (275,-17) | Distance : 274.47
12:46:57.687518 | Relative x,y | (007,000) | Absolute x,y | (282,-17) | Distance : 281.49
12:46:57.698138 | Relative x,y | (013,000) | Absolute x,y | (295,-17) | Distance : 294.51
12:46:57.708788 | Relative x,y | (007,000) | Absolute x,y | (302,-17) | Distance : 301.52
12:46:57.719530 | Relative x,y | (006,-01) | Absolute x,y | (308,-18) | Distance : 307.47
12:46:57.730436 | Relative x,y | (013,000) | Absolute x,y | (321,-18) | Distance : 320.49
12:46:57.741069 | Relative x,y | (007,000) | Absolute x,y | (328,-18) | Distance : 327.51
12:46:57.751709 | Relative x,y | (007,000) | Absolute x,y | (335,-18) | Distance : 334.52
12:46:57.762375 | Relative x,y | (014,000) | Absolute x,y | (349,-18) | Distance : 348.54
12:46:57.773263 | Relative x,y | (006,000) | Absolute x,y | (355,-18) | Distance : 354.54
12:46:57.784074 | Relative x,y | (006,000) | Absolute x,y | (361,-18) | Distance : 360.55
12:46:57.794781 | Relative x,y | (012,000) | Absolute x,y | (373,-18) | Distance : 372.57
12:46:57.805442 | Relative x,y | (006,000) | Absolute x,y | (379,-18) | Distance : 378.57
12:46:57.816141 | Relative x,y | (007,000) | Absolute x,y | (386,-18) | Distance : 385.58
12:46:57.826875 | Relative x,y | (007,-01) | Absolute x,y | (393,-19) | Distance : 392.54
