motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:47:05.878056 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:47:05.899344 | Relative x,y | (002,000) | Absolute x,y | (003,000) | Distance : 3.00
12:47:05.910051 | Relative x,y | (002,000) | Absolute x,y | (005,000) | Distance : 5.00
12:47:05.920735 | Relative x,y | (002,000) | Absolute x,y | (007,000) | Distance : 7.00
12:47:05.931424 | Relative x,y | (002,000) | Absolute x,y | (009,000) | Distance : 9.00
12:47:05.942169 | Relative x,y | (004,000) | Absolute x,y | (013,000) | Distance : 13.00
12:47:05.952882 | Relative x,y | (002,000) | Absolute x,y | (015,000) | Distance : 15.00
12:47:05.963570 | Relative x,y | (002,000) | Absolute x,y | (017,000) | Distance : 17.00
12:47:05.974243 | Relative x,y | (005,000) | Absolute x,y | (022,000) | Distance : 22.00
12:47:05.984923 | Relative x,y | (003,000) | Absolute x,y | (025,000) | Distance : 25.00
12:47:05.995612 | Relative x,y | (003,000) | Absolute x,y | (028,000) | Distance : 28.00
12:47:06.006331 | Relative x,y | (006,-01) | Absolute x,y | (034,-01) | Distance : 33.99
12:47:06.017030 | Relative x,y | (003,000) | Absolute x,y | (037,-01) | Distance : 36.99
12:47:06.027720 | Relative x,y | (003,000) | Absolute x,y | (040,-01) | Distance : 39.99
12:47:06.038394 | Relative x,y | (008,-01) | Absolute x,y | (048,-02) | Distance : 47.96
12:47:06.049025 | Relative x,y | (003,-01) | Absolute x,y | (051,-03) | Distance : 50.91
12:47:06.059685 | Relative x,y | (004,000) | Absolute x,y | (055,-03) | Distance : 54.92
12:47:06.071591 | Relative x,y | (007,-01) | Absolute x,y | (062,-04) | Distance : 61.87
12:47:06.082353 | Relative x,y | (005,-01) | Absolute x,y | (067,-05) | Distance : 66.81
12:47:06.092981 | Relative x,y | (004,000) | Absolute x,y | (071,-05) | Distance : 70.82
12:47:06.103534 | Relative x,y | (008,000) | Absolute x,y | (079,-05) | Distance : 78.84
12:47:06.114051 | Relative x,y | (004,000) | Absolute x,y | (083,-05) | Distance : 82.85
12:47:06.124596 | Relative x,y | (005,000) | Absolute x,y | (088,-05) | Distance : 87.86
12:47:06.135209 | Relative x,y | (011,000) | Absolute x,y | (099,-05) | Distance : 98.87
12:47:06.145844 | Relative x,y | (005,000) | Absolute x,y | (104,-05) | Distance : 103.88
12:47:06.156528 | Relative x,y | (005,000) | Absolute x,y | (109,-05) | Distance : 108.89
12:47:06.167283 | Relative x,y | (011,000) | Absolute x,y | (120,-05) | Distance : 119.90
12:47:06.178011 | Relative x,y | (006,000) | Absolute x,y | (126,-05) | Distance : 125.90
12:47:06.188743 | Relative x,y | (006,-01) | Absolute x,y | (132,-06) | Distance : 131.86
12:47:06.199519 | Relative x,y | (006,000) | Absolute x,y | (138,-06) | Distance : 137.87
12:47:06.210233 | Relative x,y | (013,-01) | Absolute x,y | (151,-07) | Distance : 150.84
12:47:06.220919 | Relative x,y | (006,000) | Absolute x,y | (157,-07) | Distance : 156.84
12:47:06.231591 | Relative x,y | (005,000) | Absolute x,y | (162,-07) | Distance : 161.85
12:47:06.242274 | Relative x,y | (012,000) | Absolute x,y | (174,-07) | Distance : 173.86
12:47:06.252949 | Relative x,y | (006,000) | Absolute x,y | (180,-07) | Distance : 179.86
12:47:06.263598 | Relative x,y | (006,000) | Absolute x,y | (186,-07) | Distance : 185.87
12:47:06.274335 | Relative x,y | (012,-01) | Absolute x,y | (198,-08) | Distance : 197.84
12:47:06.285092 | Relative x,y | (007,000) | Absolute x,y | (205,-08) | Distance : 204.84
12:47:06.295852 | Relative x,y | (006,-01) | Absolute x,y | (211,-09) | Distance : 210.81
12:47:06.306527 | Relative x,y | (013,000) | Absolute x,y | (224,-09) | Distance : 223.82
12:47:06.318727 | Relative x,y | (006,000) | Absolute x,y | (230,-09) | Distance : 229.82
12:47:06.329380 | Relative x,y | (007,000) | Absolute x,y | (237,-09) | Distance : 236.83
12:47:06.340018 | Relative x,y | (013,-01) | Absolute x,y | (250,-10) | Distance : 249.80
12:47:06.350687 | Relative x,y | (007,000) | Absolute x,y | (257,-10) | Distance : 256.81
12:47:06.361384 | Relative x,y | (007,000) | Absolute x,y | (264,-10) | Distance : 263.81
12:47:06.372152 | Relative x,y | (013,000) | Absolute x,y | (277,-10) | Distance : 276.82
12:47:06.382812 | Relative x,y | (007,-01) | Absolute x,y | (284,-11) | Distance : 283.79
12:47:06.393438 | Relative x,y | (007,000) | Absolute x,y | (291,-11) | Distance : 290.79
12:47:06.404160 | Relative x,y | (013,000) | Absolute x,y | (304,-11) | Distance : 303.80
12:47:06.414890 | Relative x,y | (007,000) | Absolute x,y | (311,-11) | Distance : 310.81
12:47:06.425527 | Relative x,y | (007,-01) | Absolute x,y | (318,-12) | Distance : 317.77
12:47:06.436185 | Relative x,y | (013,-02) | Absolute x,y | (331,-14) | Distance : 330.70
12:47:06.446885 | Relative x,y | (006,-01) | Absolute x,y | (337,-15) | Distance : 336.67
12:47:06.457626 | Relative x,y | (006,000) | Absolute x,y | (343,-15) | Distance : 342.67
12:47:06.468271 | Relative x,y | (013,-01) | Absolute x,y | (356,-16) | Distance : 355.64
12:47:06.478968 | Relative x,y | (006,000) | Absolute x,y | (362,-16) | Distance : 361.65
12:47:06.489719 | Relative x,y | (006,-01) | Absolute x,y | (368,-17) | Distance : 367.61
12:47:06.500447 | Relative x,y | (013,000) | Absolute x,y | (381,-17) | Distance : 380.62
12:47:06.511152 | Relative x,y | (006,000) | Absolute x,y | (387,-17) | Distance : 386.63
12:47:06.521856 | Relative x,y | (007,000) | Absolute x,y | (394,-17) | Distance : 393.63
12:47:06.532593 | Relative x,y | (013,-01) | Absolute x,y | (407,-18) | Distance : 406.60
12:47:06.543318 | Relative x,y | (006,000) | Absolute x,y | (413,-18) | Distance : 412.61
12:47:06.554035 | Relative x,y | (007,000) | Absolute x,y | (420,-18) | Distance : 419.61
12:47:06.564724 | Relative x,y | (006,000) | Absolute x,y | (426,-18) | Distance : 425.62
12:47:06.576957 | Relative x,y | (013,000) | Absolute x,y | (439,-18) | Distance : 438.63
12:47:06.587636 | Relative x,y | (007,000) | Absolute x,y | (446,-18) | Distance : 445.64
12:47:06.598397 | Relative x,y | (013,000) | Absolute x,y | (459,-18) | Distance : 458.65
12:47:06.609025 | Relative x,y | (006,000) | Absolute x,y | (465,-18) | Distance : 464.65
12:47:06.619642 | Relative x,y | (006,-01) | Absolute x,y | (471,-19) | Distance : 470.62
12:47:06.630311 | Relative x,y | (006,000) | Absolute x,y | (477,-19) | Distance : 476.62
12:47:06.641002 | Relative x,y | (013,-01) | Absolute x,y | (490,-20) | Distance : 489.59
12:47:06.651715 | Relative x,y | (007,-01) | Absolute x,y | (497,-21) | Distance : 496.56
12:47:06.662395 | Relative x,y | (006,000) | Absolute x,y | (503,-21) | Distance : 502.56
12:47:06.673126 | Relative x,y | (014,000) | Absolute x,y | (517,-21) | Distance : 516.57
12:47:06.683824 | Relative x,y | (006,000) | Absolute x,y | (523,-21) | Distance : 522.58
12:47:06.694539 | Relative x,y | (007,-01) | Absolute x,y | (530,-22) | Distance : 529.54
12:47:06.705236 | Relative x,y | (013,-01) | Absolute x,y | (543,-23) | Distance : 542.51
12:47:06.715910 | Relative x,y | (007,-01) | Absolute x,y | (550,-24) | Distance : 549.48
12:47:06.726595 | Relative x,y | (006,-01) | Absolute x,y | (556,-25) | Distance : 555.44
12:47:06.737321 | Relative x,y | (013,000) | Absolute x,y | (569,-25) | Distance : 568.45
12:47:06.748034 | Relative x,y | (006,-01) | Absolute x,y | (575,-26) | Distance : 574.41
12:47:06.758653 | Relative x,y | (006,000) | Absolute x,y | (581,-26) | Distance : 580.42
12:47:06.769208 | Relative x,y | (012,-01) | Absolute x,y | (593,-27) | Distance : 592.39
12:47:06.779760 | Relative x,y | (006,000) | Absolute x,y | (599,-27) | Distance : 598.39
12:47:06.790343 | Relative x,y | (007,000) | Absolute x,y | (606,-27) | Distance : 605.40
12:47:06.800978 | Relative x,y | (014,-01) | Absolute x,y | (620,-28) | Distance : 619.37
