motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:48:14.746572 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:48:14.757297 | Relative x,y | (001,000) | Absolute x,y | (002,000) | Distance : 2.00
12:48:14.767949 | Relative x,y | (002,000) | Absolute x,y | (004,000) | Distance : 4.00
12:48:14.778713 | Relative x,y | (001,-01) | Absolute x,y | (005,-01) | Distance : 4.90
12:48:14.789414 | Relative x,y | (004,000) | Absolute x,y | (009,-01) | Distance : 8.94
12:48:14.800086 | Relative x,y | (003,-01) | Absolute x,y | (012,-02) | Distance : 11.83
12:48:14.810780 | Relative x,y | (002,000) | Absolute x,y | (014,-02) | Distance : 13.86
12:48:14.821490 | Relative x,y | (005,-01) | Absolute x,y | (019,-03) | Distance : 18.76
12:48:14.832165 | Relative x,y | (004,000) | Absolute x,y | (023,-03) | Distance : 22.80
12:48:14.842850 | Relative x,y | (003,000) | Absolute x,y | (026,-03) | Distance : 25.83
12:48:14.853509 | Relative x,y | (007,000) | Absolute x,y | (033,-03) | Distance : 32.86
12:48:14.864216 | Relative x,y | (003,000) | Absolute x,y | (036,-03) | Distance : 35.87
12:48:14.874940 | Relative x,y | (003,-01) | Absolute x,y | (039,-04) | Distance : 38.79
12:48:14.885652 | Relative x,y | (004,000) | Absolute x,y | (043,-04) | Distance : 42.81
12:48:14.896364 | Relative x,y | (008,000) | Absolute x,y | (051,-04) | Distance : 50.84
12:48:14.907056 | Relative x,y | (004,-01) | Absolute x,y | (055,-05) | Distance : 54.77
12:48:14.919372 | Relative x,y | (004,-01) | Absolute x,y | (059,-06) | Distance : 58.69
12:48:14.930315 | Relative x,y | (009,-01) | Absolute x,y | (068,-07) | Distance : 67.64
12:48:14.941288 | Relative x,y | (005,000) | Absolute x,y | (073,-07) | Distance : 72.66
12:48:14.952524 | Relative x,y | (010,000) | Absolute x,y | (083,-07) | Distance : 82.70
12:48:14.963233 | Relative x,y | (005,000) | Absolute x,y | (088,-07) | Distance : 87.72
12:48:14.973935 | Relative x,y | (006,000) | Absolute x,y | (094,-07) | Distance : 93.74
12:48:14.984652 | Relative x,y | (010,-02) | Absolute x,y | (104,-09) | Distance : 103.61
12:48:14.995349 | Relative x,y | (005,000) | Absolute x,y | (109,-09) | Distance : 108.63
12:48:15.006040 | Relative x,y | (006,-01) | Absolute x,y | (115,-10) | Distance : 114.56
12:48:15.016844 | Relative x,y | (011,000) | Absolute x,y | (126,-10) | Distance : 125.60
