motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:06:12.129764 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:06:12.161568 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:06:12.522634 | Relative x,y | (001,001) | Absolute x,y | (001,001) | Distance : 0.00
12:06:12.533336 | Relative x,y | (001,000) | Absolute x,y | (002,001) | Distance : 1.73
12:06:12.544023 | Relative x,y | (001,000) | Absolute x,y | (003,001) | Distance : 2.83
12:06:12.554708 | Relative x,y | (003,001) | Absolute x,y | (006,002) | Distance : 5.66
12:06:12.565385 | Relative x,y | (003,000) | Absolute x,y | (009,002) | Distance : 8.77
12:06:12.576019 | Relative x,y | (003,000) | Absolute x,y | (012,002) | Distance : 11.83
12:06:12.586676 | Relative x,y | (007,000) | Absolute x,y | (019,002) | Distance : 18.89
12:06:12.597317 | Relative x,y | (004,001) | Absolute x,y | (023,003) | Distance : 22.80
12:06:12.607962 | Relative x,y | (004,001) | Absolute x,y | (027,004) | Distance : 26.70
12:06:12.618622 | Relative x,y | (004,000) | Absolute x,y | (031,004) | Distance : 30.74
12:06:12.629291 | Relative x,y | (008,001) | Absolute x,y | (039,005) | Distance : 38.68
12:06:12.639957 | Relative x,y | (004,000) | Absolute x,y | (043,005) | Distance : 42.71
12:06:12.650575 | Relative x,y | (005,000) | Absolute x,y | (048,005) | Distance : 47.74
12:06:12.661124 | Relative x,y | (010,001) | Absolute x,y | (058,006) | Distance : 57.69
12:06:12.671678 | Relative x,y | (005,000) | Absolute x,y | (063,006) | Distance : 62.71
12:06:12.682359 | Relative x,y | (005,001) | Absolute x,y | (068,007) | Distance : 67.64
12:06:12.693054 | Relative x,y | (011,000) | Absolute x,y | (079,007) | Distance : 78.69
12:06:12.705299 | Relative x,y | (006,000) | Absolute x,y | (085,007) | Distance : 84.71
12:06:12.715902 | Relative x,y | (007,000) | Absolute x,y | (092,007) | Distance : 91.73
12:06:12.726448 | Relative x,y | (013,000) | Absolute x,y | (105,007) | Distance : 104.77
12:06:12.737003 | Relative x,y | (007,000) | Absolute x,y | (112,007) | Distance : 111.78
12:06:12.747646 | Relative x,y | (006,000) | Absolute x,y | (118,007) | Distance : 117.79
12:06:12.758344 | Relative x,y | (012,000) | Absolute x,y | (130,007) | Distance : 129.81
12:06:12.769058 | Relative x,y | (007,000) | Absolute x,y | (137,007) | Distance : 136.82
12:06:12.780659 | Relative x,y | (006,000) | Absolute x,y | (143,007) | Distance : 142.83
12:06:12.791262 | Relative x,y | (014,000) | Absolute x,y | (157,007) | Distance : 156.84
12:06:12.801819 | Relative x,y | (008,000) | Absolute x,y | (165,007) | Distance : 164.85
12:06:12.812460 | Relative x,y | (007,000) | Absolute x,y | (172,007) | Distance : 171.86
12:06:12.823162 | Relative x,y | (016,000) | Absolute x,y | (188,007) | Distance : 187.87
12:06:12.833862 | Relative x,y | (007,000) | Absolute x,y | (195,007) | Distance : 194.87
12:06:12.844627 | Relative x,y | (008,000) | Absolute x,y | (203,007) | Distance : 202.88
12:06:12.855321 | Relative x,y | (015,000) | Absolute x,y | (218,007) | Distance : 217.89
12:06:12.865920 | Relative x,y | (007,000) | Absolute x,y | (225,007) | Distance : 224.89
12:06:12.876453 | Relative x,y | (000,000) | Absolute x,y | (225,007) | Distance : 224.89
12:06:12.887060 | Relative x,y | (014,-01) | Absolute x,y | (239,006) | Distance : 238.92
12:06:12.897727 | Relative x,y | (007,000) | Absolute x,y | (246,006) | Distance : 245.93
12:06:12.908421 | Relative x,y | (007,000) | Absolute x,y | (253,006) | Distance : 252.93
12:06:12.919137 | Relative x,y | (008,000) | Absolute x,y | (261,006) | Distance : 260.93
12:06:12.929762 | Relative x,y | (016,001) | Absolute x,y | (277,007) | Distance : 276.91
12:06:12.940359 | Relative x,y | (007,000) | Absolute x,y | (284,007) | Distance : 283.91
12:06:12.951063 | Relative x,y | (008,000) | Absolute x,y | (292,007) | Distance : 291.92
12:06:12.961741 | Relative x,y | (015,000) | Absolute x,y | (307,007) | Distance : 306.92
12:06:12.972422 | Relative x,y | (008,000) | Absolute x,y | (315,007) | Distance : 314.92
12:06:12.983108 | Relative x,y | (007,001) | Absolute x,y | (322,008) | Distance : 321.90
12:06:12.993778 | Relative x,y | (016,001) | Absolute x,y | (338,009) | Distance : 337.88
12:06:13.004549 | Relative x,y | (007,001) | Absolute x,y | (345,010) | Distance : 344.86
12:06:13.015285 | Relative x,y | (008,001) | Absolute x,y | (353,011) | Distance : 352.83
12:06:13.025993 | Relative x,y | (014,000) | Absolute x,y | (367,011) | Distance : 366.84
12:06:13.036739 | Relative x,y | (007,000) | Absolute x,y | (374,011) | Distance : 373.84
12:06:13.047431 | Relative x,y | (007,000) | Absolute x,y | (381,011) | Distance : 380.84
12:06:13.058097 | Relative x,y | (015,000) | Absolute x,y | (396,011) | Distance : 395.85
12:06:13.068769 | Relative x,y | (008,001) | Absolute x,y | (404,012) | Distance : 403.82
12:06:13.079446 | Relative x,y | (007,000) | Absolute x,y | (411,012) | Distance : 410.82
12:06:13.090203 | Relative x,y | (016,000) | Absolute x,y | (427,012) | Distance : 426.83
12:06:13.102098 | Relative x,y | (007,000) | Absolute x,y | (434,012) | Distance : 433.83
12:06:13.112831 | Relative x,y | (008,000) | Absolute x,y | (442,012) | Distance : 441.84
12:06:13.123546 | Relative x,y | (014,000) | Absolute x,y | (456,012) | Distance : 455.84
12:06:13.134197 | Relative x,y | (008,001) | Absolute x,y | (464,013) | Distance : 463.82
12:06:13.144871 | Relative x,y | (008,000) | Absolute x,y | (472,013) | Distance : 471.82
12:06:13.155551 | Relative x,y | (016,000) | Absolute x,y | (488,013) | Distance : 487.83
12:06:13.166274 | Relative x,y | (008,000) | Absolute x,y | (496,013) | Distance : 495.83
12:06:13.176978 | Relative x,y | (007,000) | Absolute x,y | (503,013) | Distance : 502.83
12:06:13.187666 | Relative x,y | (016,001) | Absolute x,y | (519,014) | Distance : 518.81
12:06:13.198367 | Relative x,y | (007,001) | Absolute x,y | (526,015) | Distance : 525.79
12:06:13.209089 | Relative x,y | (008,000) | Absolute x,y | (534,015) | Distance : 533.79
12:06:13.219796 | Relative x,y | (015,001) | Absolute x,y | (549,016) | Distance : 548.77
12:06:13.230510 | Relative x,y | (007,000) | Absolute x,y | (556,016) | Distance : 555.77
12:06:13.241237 | Relative x,y | (008,000) | Absolute x,y | (564,016) | Distance : 563.77
12:06:13.251896 | Relative x,y | (007,000) | Absolute x,y | (571,016) | Distance : 570.78
12:06:13.262610 | Relative x,y | (015,000) | Absolute x,y | (586,016) | Distance : 585.78
12:06:13.273375 | Relative x,y | (008,000) | Absolute x,y | (594,016) | Distance : 593.78
12:06:13.284057 | Relative x,y | (008,001) | Absolute x,y | (602,017) | Distance : 601.76
12:06:13.294758 | Relative x,y | (016,001) | Absolute x,y | (618,018) | Distance : 617.74
12:06:13.305485 | Relative x,y | (008,000) | Absolute x,y | (626,018) | Distance : 625.74
12:06:13.316176 | Relative x,y | (008,000) | Absolute x,y | (634,018) | Distance : 633.74
12:06:13.326809 | Relative x,y | (015,000) | Absolute x,y | (649,018) | Distance : 648.75
12:06:13.338773 | Relative x,y | (007,000) | Absolute x,y | (656,018) | Distance : 655.75
12:06:13.349498 | Relative x,y | (008,000) | Absolute x,y | (664,018) | Distance : 663.76
12:06:13.360201 | Relative x,y | (016,000) | Absolute x,y | (680,018) | Distance : 679.76
12:06:13.370823 | Relative x,y | (007,000) | Absolute x,y | (687,018) | Distance : 686.76
12:06:13.381447 | Relative x,y | (008,000) | Absolute x,y | (695,018) | Distance : 694.77
12:06:13.392133 | Relative x,y | (015,-01) | Absolute x,y | (710,017) | Distance : 709.80
12:06:13.402849 | Relative x,y | (007,000) | Absolute x,y | (717,017) | Distance : 716.80
12:06:13.413539 | Relative x,y | (007,001) | Absolute x,y | (724,018) | Distance : 723.78
12:06:13.424188 | Relative x,y | (015,001) | Absolute x,y | (739,019) | Distance : 738.76
12:06:13.434862 | Relative x,y | (008,000) | Absolute x,y | (747,019) | Distance : 746.76
12:06:13.445571 | Relative x,y | (007,000) | Absolute x,y | (754,019) | Distance : 753.76
12:06:13.456247 | Relative x,y | (015,000) | Absolute x,y | (769,019) | Distance : 768.77
12:06:13.466948 | Relative x,y | (007,000) | Absolute x,y | (776,019) | Distance : 775.77
12:06:13.477854 | Relative x,y | (008,000) | Absolute x,y | (784,019) | Distance : 783.77
12:06:13.488582 | Relative x,y | (015,002) | Absolute x,y | (799,021) | Distance : 798.72
12:06:13.499247 | Relative x,y | (008,000) | Absolute x,y | (807,021) | Distance : 806.73
12:06:13.509988 | Relative x,y | (008,000) | Absolute x,y | (815,021) | Distance : 814.73
12:06:13.520686 | Relative x,y | (016,000) | Absolute x,y | (831,021) | Distance : 830.73
12:06:13.531403 | Relative x,y | (007,-01) | Absolute x,y | (838,020) | Distance : 837.76
12:06:13.542120 | Relative x,y | (008,000) | Absolute x,y | (846,020) | Distance : 845.76
12:06:13.552782 | Relative x,y | (015,000) | Absolute x,y | (861,020) | Distance : 860.77
12:06:13.563360 | Relative x,y | (007,000) | Absolute x,y | (868,020) | Distance : 867.77
