motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

11:59:21.180445 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:21.318272 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:21.423843 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:21.764699 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:21.975777 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.145345 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.250925 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.357028 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.388674 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.462095 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.567779 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.907962 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:22.981824 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:23.119121 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:23.163086 | Relative x,y | (000,-03) | Absolute x,y | (000,-03) | Distance : 3.00
11:59:23.173689 | Relative x,y | (000,-02) | Absolute x,y | (000,-05) | Distance : 5.00
11:59:23.184238 | Relative x,y | (000,-02) | Absolute x,y | (000,-07) | Distance : 7.00
11:59:23.194839 | Relative x,y | (000,-07) | Absolute x,y | (000,-14) | Distance : 14.00
11:59:23.205522 | Relative x,y | (000,-03) | Absolute x,y | (000,-17) | Distance : 17.00
11:59:23.216223 | Relative x,y | (000,-04) | Absolute x,y | (000,-21) | Distance : 21.00
11:59:23.226954 | Relative x,y | (000,-04) | Absolute x,y | (000,-25) | Distance : 25.00
11:59:23.237682 | Relative x,y | (-01,-08) | Absolute x,y | (-01,-33) | Distance : 32.98
11:59:23.248400 | Relative x,y | (000,-05) | Absolute x,y | (-01,-38) | Distance : 37.99
11:59:23.259096 | Relative x,y | (000,-06) | Absolute x,y | (-01,-44) | Distance : 43.99
11:59:23.269770 | Relative x,y | (-01,-12) | Absolute x,y | (-02,-56) | Distance : 55.96
11:59:23.280475 | Relative x,y | (000,-06) | Absolute x,y | (-02,-62) | Distance : 61.97
11:59:23.291198 | Relative x,y | (000,-07) | Absolute x,y | (-02,-69) | Distance : 68.97
