motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:00:47.392276 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.497667 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.603200 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.742052 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.773855 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.879614 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:47.985008 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:48.155231 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:48.260667 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:00:48.302894 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:00:48.313582 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:00:48.324304 | Relative x,y | (000,-01) | Absolute x,y | (000,-03) | Distance : 3.00
12:00:48.335034 | Relative x,y | (000,-02) | Absolute x,y | (000,-05) | Distance : 5.00
12:00:48.345757 | Relative x,y | (000,-05) | Absolute x,y | (000,-10) | Distance : 10.00
12:00:48.358057 | Relative x,y | (000,-03) | Absolute x,y | (000,-13) | Distance : 13.00
12:00:48.368744 | Relative x,y | (000,-03) | Absolute x,y | (000,-16) | Distance : 16.00
12:00:48.379443 | Relative x,y | (000,-06) | Absolute x,y | (000,-22) | Distance : 22.00
12:00:48.390170 | Relative x,y | (000,-04) | Absolute x,y | (000,-26) | Distance : 26.00
12:00:48.400816 | Relative x,y | (000,-03) | Absolute x,y | (000,-29) | Distance : 29.00
12:00:48.411572 | Relative x,y | (000,-08) | Absolute x,y | (000,-37) | Distance : 37.00
12:00:48.422410 | Relative x,y | (000,-05) | Absolute x,y | (000,-42) | Distance : 42.00
