motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:08:11.593155 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:11.656394 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:11.761664 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.069545 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.248191 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.313262 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.346030 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.589662 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:08:12.633092 | Relative x,y | (001,000) | Absolute x,y | (001,000) | Distance : 1.00
12:08:12.654339 | Relative x,y | (001,000) | Absolute x,y | (002,000) | Distance : 2.00
12:08:12.665024 | Relative x,y | (003,000) | Absolute x,y | (005,000) | Distance : 5.00
12:08:12.675629 | Relative x,y | (002,000) | Absolute x,y | (007,000) | Distance : 7.00
12:08:12.686280 | Relative x,y | (001,000) | Absolute x,y | (008,000) | Distance : 8.00
12:08:12.696984 | Relative x,y | (006,000) | Absolute x,y | (014,000) | Distance : 14.00
12:08:12.707730 | Relative x,y | (002,-01) | Absolute x,y | (016,-01) | Distance : 15.97
12:08:12.718341 | Relative x,y | (003,000) | Absolute x,y | (019,-01) | Distance : 18.97
12:08:12.728928 | Relative x,y | (004,000) | Absolute x,y | (023,-01) | Distance : 22.98
12:08:12.739479 | Relative x,y | (007,-01) | Absolute x,y | (030,-02) | Distance : 29.93
12:08:12.750053 | Relative x,y | (004,000) | Absolute x,y | (034,-02) | Distance : 33.94
12:08:12.760612 | Relative x,y | (004,000) | Absolute x,y | (038,-02) | Distance : 37.95
12:08:12.771128 | Relative x,y | (008,000) | Absolute x,y | (046,-02) | Distance : 45.96
12:08:12.781646 | Relative x,y | (005,000) | Absolute x,y | (051,-02) | Distance : 50.96
12:08:12.792247 | Relative x,y | (004,-01) | Absolute x,y | (055,-03) | Distance : 54.92
12:08:12.802913 | Relative x,y | (010,-01) | Absolute x,y | (065,-04) | Distance : 64.88
12:08:12.813594 | Relative x,y | (006,000) | Absolute x,y | (071,-04) | Distance : 70.89
12:08:12.824320 | Relative x,y | (005,000) | Absolute x,y | (076,-04) | Distance : 75.89
12:08:12.835050 | Relative x,y | (011,000) | Absolute x,y | (087,-04) | Distance : 86.91
12:08:12.845852 | Relative x,y | (005,000) | Absolute x,y | (092,-04) | Distance : 91.91
12:08:12.856608 | Relative x,y | (005,000) | Absolute x,y | (097,-04) | Distance : 96.92
12:08:12.867320 | Relative x,y | (010,001) | Absolute x,y | (107,-03) | Distance : 106.96
12:08:12.878069 | Relative x,y | (006,000) | Absolute x,y | (113,-03) | Distance : 112.96
12:08:12.888769 | Relative x,y | (005,000) | Absolute x,y | (118,-03) | Distance : 117.96
12:08:12.899474 | Relative x,y | (007,000) | Absolute x,y | (125,-03) | Distance : 124.96
12:08:12.910139 | Relative x,y | (012,000) | Absolute x,y | (137,-03) | Distance : 136.97
12:08:12.920822 | Relative x,y | (006,001) | Absolute x,y | (143,-02) | Distance : 142.99
12:08:12.931534 | Relative x,y | (007,000) | Absolute x,y | (150,-02) | Distance : 149.99
12:08:12.942245 | Relative x,y | (013,000) | Absolute x,y | (163,-02) | Distance : 162.99
12:08:12.952929 | Relative x,y | (007,000) | Absolute x,y | (170,-02) | Distance : 169.99
12:08:12.963527 | Relative x,y | (008,000) | Absolute x,y | (178,-02) | Distance : 177.99
12:08:12.975669 | Relative x,y | (014,000) | Absolute x,y | (192,-02) | Distance : 191.99
12:08:12.986357 | Relative x,y | (008,001) | Absolute x,y | (200,-01) | Distance : 200.00
12:08:12.997047 | Relative x,y | (015,000) | Absolute x,y | (215,-01) | Distance : 215.00
12:08:13.007769 | Relative x,y | (007,000) | Absolute x,y | (222,-01) | Distance : 222.00
12:08:13.018488 | Relative x,y | (009,000) | Absolute x,y | (231,-01) | Distance : 231.00
12:08:13.029151 | Relative x,y | (007,000) | Absolute x,y | (238,-01) | Distance : 238.00
12:08:13.039793 | Relative x,y | (016,002) | Absolute x,y | (254,001) | Distance : 254.00
12:08:13.050486 | Relative x,y | (007,000) | Absolute x,y | (261,001) | Distance : 261.00
12:08:13.061160 | Relative x,y | (008,001) | Absolute x,y | (269,002) | Distance : 268.99
12:08:13.071839 | Relative x,y | (015,000) | Absolute x,y | (284,002) | Distance : 283.99
12:08:13.082614 | Relative x,y | (008,000) | Absolute x,y | (292,002) | Distance : 291.99
12:08:13.093285 | Relative x,y | (008,000) | Absolute x,y | (300,002) | Distance : 299.99
12:08:13.103849 | Relative x,y | (016,000) | Absolute x,y | (316,002) | Distance : 315.99
12:08:13.114394 | Relative x,y | (007,000) | Absolute x,y | (323,002) | Distance : 322.99
12:08:13.124967 | Relative x,y | (008,000) | Absolute x,y | (331,002) | Distance : 330.99
12:08:13.135506 | Relative x,y | (016,000) | Absolute x,y | (347,002) | Distance : 346.99
12:08:13.146023 | Relative x,y | (007,000) | Absolute x,y | (354,002) | Distance : 353.99
12:08:13.156525 | Relative x,y | (000,000) | Absolute x,y | (354,002) | Distance : 353.99
12:08:13.167031 | Relative x,y | (009,-01) | Absolute x,y | (363,001) | Distance : 363.00
12:08:13.177594 | Relative x,y | (016,-01) | Absolute x,y | (379,000) | Distance : 379.00
12:08:13.188223 | Relative x,y | (008,000) | Absolute x,y | (387,000) | Distance : 387.00
12:08:13.200402 | Relative x,y | (016,-01) | Absolute x,y | (403,-01) | Distance : 403.00
12:08:13.211145 | Relative x,y | (008,-01) | Absolute x,y | (411,-02) | Distance : 411.00
12:08:13.221857 | Relative x,y | (008,000) | Absolute x,y | (419,-02) | Distance : 419.00
12:08:13.232630 | Relative x,y | (015,000) | Absolute x,y | (434,-02) | Distance : 434.00
12:08:13.243322 | Relative x,y | (007,000) | Absolute x,y | (441,-02) | Distance : 441.00
12:08:13.254024 | Relative x,y | (008,000) | Absolute x,y | (449,-02) | Distance : 449.00
12:08:13.264720 | Relative x,y | (016,000) | Absolute x,y | (465,-02) | Distance : 465.00
12:08:13.275394 | Relative x,y | (007,000) | Absolute x,y | (472,-02) | Distance : 472.00
12:08:13.286067 | Relative x,y | (008,001) | Absolute x,y | (480,-01) | Distance : 480.00
12:08:13.296734 | Relative x,y | (008,000) | Absolute x,y | (488,-01) | Distance : 488.00
12:08:13.307397 | Relative x,y | (015,000) | Absolute x,y | (503,-01) | Distance : 503.00
12:08:13.318061 | Relative x,y | (008,000) | Absolute x,y | (511,-01) | Distance : 511.00
12:08:13.328726 | Relative x,y | (007,000) | Absolute x,y | (518,-01) | Distance : 518.00
12:08:13.339426 | Relative x,y | (016,001) | Absolute x,y | (534,000) | Distance : 534.00
12:08:13.350089 | Relative x,y | (008,000) | Absolute x,y | (542,000) | Distance : 542.00
12:08:13.360861 | Relative x,y | (007,000) | Absolute x,y | (549,000) | Distance : 549.00
12:08:13.371598 | Relative x,y | (015,000) | Absolute x,y | (564,000) | Distance : 564.00
12:08:13.382329 | Relative x,y | (008,001) | Absolute x,y | (572,001) | Distance : 572.00
12:08:13.394407 | Relative x,y | (015,001) | Absolute x,y | (587,002) | Distance : 587.00
12:08:13.405198 | Relative x,y | (008,001) | Absolute x,y | (595,003) | Distance : 594.99
12:08:13.415810 | Relative x,y | (008,000) | Absolute x,y | (603,003) | Distance : 602.99
12:08:13.426447 | Relative x,y | (008,000) | Absolute x,y | (611,003) | Distance : 610.99
12:08:13.437155 | Relative x,y | (015,000) | Absolute x,y | (626,003) | Distance : 625.99
12:08:13.447845 | Relative x,y | (008,000) | Absolute x,y | (634,003) | Distance : 633.99
12:08:13.458609 | Relative x,y | (007,000) | Absolute x,y | (641,003) | Distance : 640.99
12:08:13.469318 | Relative x,y | (016,002) | Absolute x,y | (657,005) | Distance : 656.98
12:08:13.480004 | Relative x,y | (008,000) | Absolute x,y | (665,005) | Distance : 664.98
12:08:13.490725 | Relative x,y | (008,000) | Absolute x,y | (673,005) | Distance : 672.98
12:08:13.501441 | Relative x,y | (017,000) | Absolute x,y | (690,005) | Distance : 689.98
12:08:13.512161 | Relative x,y | (007,000) | Absolute x,y | (697,005) | Distance : 696.98
12:08:13.522884 | Relative x,y | (008,000) | Absolute x,y | (705,005) | Distance : 704.98
12:08:13.533774 | Relative x,y | (015,001) | Absolute x,y | (720,006) | Distance : 719.97
12:08:13.544518 | Relative x,y | (008,000) | Absolute x,y | (728,006) | Distance : 727.98
12:08:13.555180 | Relative x,y | (008,000) | Absolute x,y | (736,006) | Distance : 735.98
12:08:13.565917 | Relative x,y | (016,000) | Absolute x,y | (752,006) | Distance : 751.98
