motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

11:59:49.726769 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:49.832315 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:50.043187 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:50.180600 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
11:59:50.296685 | Relative x,y | (000,-02) | Absolute x,y | (000,-02) | Distance : 2.00
11:59:50.307405 | Relative x,y | (000,-01) | Absolute x,y | (000,-03) | Distance : 3.00
11:59:50.318134 | Relative x,y | (000,-02) | Absolute x,y | (000,-05) | Distance : 5.00
11:59:50.328883 | Relative x,y | (000,-02) | Absolute x,y | (000,-07) | Distance : 7.00
11:59:50.339556 | Relative x,y | (000,-06) | Absolute x,y | (000,-13) | Distance : 13.00
11:59:50.350243 | Relative x,y | (000,-03) | Absolute x,y | (000,-16) | Distance : 16.00
11:59:50.360950 | Relative x,y | (000,-04) | Absolute x,y | (000,-20) | Distance : 20.00
11:59:50.371657 | Relative x,y | (000,-08) | Absolute x,y | (000,-28) | Distance : 28.00
11:59:50.382395 | Relative x,y | (000,-05) | Absolute x,y | (000,-33) | Distance : 33.00
11:59:50.393043 | Relative x,y | (000,-04) | Absolute x,y | (000,-37) | Distance : 37.00
11:59:50.403703 | Relative x,y | (001,-11) | Absolute x,y | (001,-48) | Distance : 47.99
11:59:50.414405 | Relative x,y | (000,-06) | Absolute x,y | (001,-54) | Distance : 53.99
11:59:50.425121 | Relative x,y | (000,-05) | Absolute x,y | (001,-59) | Distance : 58.99
11:59:50.435836 | Relative x,y | (000,-12) | Absolute x,y | (001,-71) | Distance : 70.99
11:59:50.446648 | Relative x,y | (000,-07) | Absolute x,y | (001,-78) | Distance : 77.99
11:59:50.457371 | Relative x,y | (000,-06) | Absolute x,y | (001,-84) | Distance : 83.99
11:59:50.468044 | Relative x,y | (000,-13) | Absolute x,y | (001,-97) | Distance : 96.99
11:59:50.478716 | Relative x,y | (000,-07) | Absolute x,y | (001,-104) | Distance : 104.00
11:59:50.489386 | Relative x,y | (000,-08) | Absolute x,y | (001,-112) | Distance : 112.00
11:59:50.500082 | Relative x,y | (000,-15) | Absolute x,y | (001,-127) | Distance : 127.00
11:59:50.510796 | Relative x,y | (000,-08) | Absolute x,y | (001,-135) | Distance : 135.00
11:59:50.521535 | Relative x,y | (000,-09) | Absolute x,y | (001,-144) | Distance : 144.00
11:59:50.532276 | Relative x,y | (000,-18) | Absolute x,y | (001,-162) | Distance : 162.00
11:59:50.543002 | Relative x,y | (000,-09) | Absolute x,y | (001,-171) | Distance : 171.00
11:59:50.555165 | Relative x,y | (000,-09) | Absolute x,y | (001,-180) | Distance : 180.00
11:59:50.565943 | Relative x,y | (-01,-17) | Absolute x,y | (000,-197) | Distance : 197.00
11:59:50.576710 | Relative x,y | (000,-09) | Absolute x,y | (000,-206) | Distance : 206.00
11:59:50.587429 | Relative x,y | (000,-10) | Absolute x,y | (000,-216) | Distance : 216.00
11:59:50.598139 | Relative x,y | (000,-19) | Absolute x,y | (000,-235) | Distance : 235.00
11:59:50.608833 | Relative x,y | (000,-09) | Absolute x,y | (000,-244) | Distance : 244.00
11:59:50.619607 | Relative x,y | (000,-10) | Absolute x,y | (000,-254) | Distance : 254.00
11:59:50.630252 | Relative x,y | (000,-19) | Absolute x,y | (000,-273) | Distance : 273.00
11:59:50.640884 | Relative x,y | (000,-09) | Absolute x,y | (000,-282) | Distance : 282.00
11:59:50.651581 | Relative x,y | (000,-10) | Absolute x,y | (000,-292) | Distance : 292.00
11:59:50.662342 | Relative x,y | (000,-20) | Absolute x,y | (000,-312) | Distance : 312.00
