motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:04:19.671850 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:19.777269 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:19.850655 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:19.946032 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:04:19.956672 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:04:19.967345 | Relative x,y | (000,-03) | Absolute x,y | (000,-05) | Distance : 5.00
12:04:19.978063 | Relative x,y | (000,-03) | Absolute x,y | (000,-08) | Distance : 8.00
12:04:19.988811 | Relative x,y | (000,-03) | Absolute x,y | (000,-11) | Distance : 11.00
12:04:19.999482 | Relative x,y | (000,-07) | Absolute x,y | (000,-18) | Distance : 18.00
12:04:20.010147 | Relative x,y | (000,-04) | Absolute x,y | (000,-22) | Distance : 22.00
12:04:20.020841 | Relative x,y | (000,-04) | Absolute x,y | (000,-26) | Distance : 26.00
12:04:20.031573 | Relative x,y | (000,-05) | Absolute x,y | (000,-31) | Distance : 31.00
12:04:20.042229 | Relative x,y | (001,-10) | Absolute x,y | (001,-41) | Distance : 40.99
12:04:20.052812 | Relative x,y | (000,-06) | Absolute x,y | (001,-47) | Distance : 46.99
12:04:20.063355 | Relative x,y | (000,-05) | Absolute x,y | (001,-52) | Distance : 51.99
12:04:20.073952 | Relative x,y | (000,-11) | Absolute x,y | (001,-63) | Distance : 62.99
12:04:20.084613 | Relative x,y | (000,-07) | Absolute x,y | (001,-70) | Distance : 69.99
12:04:20.095307 | Relative x,y | (000,-06) | Absolute x,y | (001,-76) | Distance : 75.99
12:04:20.105999 | Relative x,y | (000,-15) | Absolute x,y | (001,-91) | Distance : 90.99
12:04:20.116673 | Relative x,y | (000,-08) | Absolute x,y | (001,-99) | Distance : 98.99
12:04:20.127370 | Relative x,y | (000,-08) | Absolute x,y | (001,-107) | Distance : 107.00
12:04:20.138098 | Relative x,y | (-01,-16) | Absolute x,y | (000,-123) | Distance : 123.00
12:04:20.150246 | Relative x,y | (000,-08) | Absolute x,y | (000,-131) | Distance : 131.00
12:04:20.160881 | Relative x,y | (000,-08) | Absolute x,y | (000,-139) | Distance : 139.00
12:04:20.171529 | Relative x,y | (000,-17) | Absolute x,y | (000,-156) | Distance : 156.00
12:04:20.182208 | Relative x,y | (000,-09) | Absolute x,y | (000,-165) | Distance : 165.00
12:04:20.192892 | Relative x,y | (-01,-10) | Absolute x,y | (-01,-175) | Distance : 175.00
12:04:20.203645 | Relative x,y | (000,-19) | Absolute x,y | (-01,-194) | Distance : 194.00
12:04:20.214442 | Relative x,y | (000,-10) | Absolute x,y | (-01,-204) | Distance : 204.00
12:04:20.225174 | Relative x,y | (000,-10) | Absolute x,y | (-01,-214) | Distance : 214.00
12:04:20.235922 | Relative x,y | (000,-19) | Absolute x,y | (-01,-233) | Distance : 233.00
12:04:20.246639 | Relative x,y | (000,-09) | Absolute x,y | (-01,-242) | Distance : 242.00
12:04:20.257403 | Relative x,y | (000,-10) | Absolute x,y | (-01,-252) | Distance : 252.00
12:04:20.268140 | Relative x,y | (000,-20) | Absolute x,y | (-01,-272) | Distance : 272.00
12:04:20.278840 | Relative x,y | (000,-10) | Absolute x,y | (-01,-282) | Distance : 282.00
12:04:20.289643 | Relative x,y | (000,-10) | Absolute x,y | (-01,-292) | Distance : 292.00
12:04:20.300370 | Relative x,y | (000,-20) | Absolute x,y | (-01,-312) | Distance : 312.00
12:04:20.311041 | Relative x,y | (000,-10) | Absolute x,y | (-01,-322) | Distance : 322.00
12:04:20.321800 | Relative x,y | (000,-10) | Absolute x,y | (-01,-332) | Distance : 332.00
12:04:20.332531 | Relative x,y | (000,-19) | Absolute x,y | (-01,-351) | Distance : 351.00
