motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:04:10.191596 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:10.202338 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:04:10.213034 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:04:10.223741 | Relative x,y | (000,-01) | Absolute x,y | (000,-03) | Distance : 3.00
12:04:10.234382 | Relative x,y | (000,-01) | Absolute x,y | (000,-04) | Distance : 4.00
12:04:10.245009 | Relative x,y | (000,-05) | Absolute x,y | (000,-09) | Distance : 9.00
12:04:10.255619 | Relative x,y | (001,-03) | Absolute x,y | (001,-12) | Distance : 11.96
12:04:10.267866 | Relative x,y | (000,-07) | Absolute x,y | (001,-19) | Distance : 18.97
12:04:10.278602 | Relative x,y | (000,-03) | Absolute x,y | (001,-22) | Distance : 21.98
12:04:10.289282 | Relative x,y | (000,-04) | Absolute x,y | (001,-26) | Distance : 25.98
12:04:10.299991 | Relative x,y | (000,-08) | Absolute x,y | (001,-34) | Distance : 33.99
12:04:10.310720 | Relative x,y | (000,-05) | Absolute x,y | (001,-39) | Distance : 38.99
12:04:10.321338 | Relative x,y | (000,-05) | Absolute x,y | (001,-44) | Distance : 43.99
12:04:10.331902 | Relative x,y | (000,-10) | Absolute x,y | (001,-54) | Distance : 53.99
12:04:10.342538 | Relative x,y | (000,-06) | Absolute x,y | (001,-60) | Distance : 59.99
12:04:10.353214 | Relative x,y | (000,-06) | Absolute x,y | (001,-66) | Distance : 65.99
12:04:10.363927 | Relative x,y | (000,-05) | Absolute x,y | (001,-71) | Distance : 70.99
12:04:10.374638 | Relative x,y | (000,-13) | Absolute x,y | (001,-84) | Distance : 83.99
12:04:10.385355 | Relative x,y | (000,-07) | Absolute x,y | (001,-91) | Distance : 90.99
12:04:10.396049 | Relative x,y | (000,-07) | Absolute x,y | (001,-98) | Distance : 97.99
12:04:10.406706 | Relative x,y | (000,-15) | Absolute x,y | (001,-113) | Distance : 113.00
12:04:10.417452 | Relative x,y | (000,-09) | Absolute x,y | (001,-122) | Distance : 122.00
12:04:10.428153 | Relative x,y | (000,-08) | Absolute x,y | (001,-130) | Distance : 130.00
12:04:10.438837 | Relative x,y | (000,-16) | Absolute x,y | (001,-146) | Distance : 146.00
12:04:10.449535 | Relative x,y | (-01,-09) | Absolute x,y | (000,-155) | Distance : 155.00
12:04:10.460206 | Relative x,y | (000,-09) | Absolute x,y | (000,-164) | Distance : 164.00
12:04:10.472544 | Relative x,y | (000,-18) | Absolute x,y | (000,-182) | Distance : 182.00
12:04:10.483275 | Relative x,y | (000,-10) | Absolute x,y | (000,-192) | Distance : 192.00
12:04:10.494001 | Relative x,y | (000,-09) | Absolute x,y | (000,-201) | Distance : 201.00
12:04:10.504667 | Relative x,y | (000,-19) | Absolute x,y | (000,-220) | Distance : 220.00
