motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:04:50.646310 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:51.036111 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:51.110136 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:04:51.120926 | Relative x,y | (000,-01) | Absolute x,y | (000,-02) | Distance : 2.00
12:04:51.133045 | Relative x,y | (000,-01) | Absolute x,y | (000,-03) | Distance : 3.00
12:04:51.143722 | Relative x,y | (000,-02) | Absolute x,y | (000,-05) | Distance : 5.00
12:04:51.154417 | Relative x,y | (000,-05) | Absolute x,y | (000,-10) | Distance : 10.00
12:04:51.165073 | Relative x,y | (000,-03) | Absolute x,y | (000,-13) | Distance : 13.00
12:04:51.175732 | Relative x,y | (000,-03) | Absolute x,y | (000,-16) | Distance : 16.00
12:04:51.186416 | Relative x,y | (000,-06) | Absolute x,y | (000,-22) | Distance : 22.00
12:04:51.197113 | Relative x,y | (000,-03) | Absolute x,y | (000,-25) | Distance : 25.00
12:04:51.207746 | Relative x,y | (001,-04) | Absolute x,y | (001,-29) | Distance : 28.98
12:04:51.218311 | Relative x,y | (000,-08) | Absolute x,y | (001,-37) | Distance : 36.99
12:04:51.228871 | Relative x,y | (000,-04) | Absolute x,y | (001,-41) | Distance : 40.99
12:04:51.239523 | Relative x,y | (000,-05) | Absolute x,y | (001,-46) | Distance : 45.99
12:04:51.250224 | Relative x,y | (001,-09) | Absolute x,y | (002,-55) | Distance : 54.96
12:04:51.260972 | Relative x,y | (000,-06) | Absolute x,y | (002,-61) | Distance : 60.97
12:04:51.271708 | Relative x,y | (000,-05) | Absolute x,y | (002,-66) | Distance : 65.97
12:04:51.282404 | Relative x,y | (000,-12) | Absolute x,y | (002,-78) | Distance : 77.97
12:04:51.293086 | Relative x,y | (000,-06) | Absolute x,y | (002,-84) | Distance : 83.98
12:04:51.303796 | Relative x,y | (000,-07) | Absolute x,y | (002,-91) | Distance : 90.98
12:04:51.314487 | Relative x,y | (000,-13) | Absolute x,y | (002,-104) | Distance : 103.98
12:04:51.325457 | Relative x,y | (000,-07) | Absolute x,y | (002,-111) | Distance : 110.98
12:04:51.336164 | Relative x,y | (000,-08) | Absolute x,y | (002,-119) | Distance : 118.98
12:04:51.346905 | Relative x,y | (000,-17) | Absolute x,y | (002,-136) | Distance : 135.99
12:04:51.357622 | Relative x,y | (-01,-08) | Absolute x,y | (001,-144) | Distance : 144.00
12:04:51.368264 | Relative x,y | (000,-08) | Absolute x,y | (001,-152) | Distance : 152.00
