motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:04:30.245195 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:30.902851 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:31.008766 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:04:31.041405 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:04:31.052176 | Relative x,y | (000,-02) | Absolute x,y | (000,-03) | Distance : 3.00
12:04:31.062864 | Relative x,y | (000,-01) | Absolute x,y | (000,-04) | Distance : 4.00
12:04:31.073446 | Relative x,y | (000,-03) | Absolute x,y | (000,-07) | Distance : 7.00
12:04:31.084014 | Relative x,y | (000,-05) | Absolute x,y | (000,-12) | Distance : 12.00
12:04:31.094645 | Relative x,y | (-01,-04) | Absolute x,y | (-01,-16) | Distance : 15.97
12:04:31.105308 | Relative x,y | (000,-03) | Absolute x,y | (-01,-19) | Distance : 18.97
12:04:31.115998 | Relative x,y | (000,-04) | Absolute x,y | (-01,-23) | Distance : 22.98
12:04:31.126726 | Relative x,y | (000,-10) | Absolute x,y | (-01,-33) | Distance : 32.98
12:04:31.137384 | Relative x,y | (000,-05) | Absolute x,y | (-01,-38) | Distance : 37.99
12:04:31.148056 | Relative x,y | (000,-05) | Absolute x,y | (-01,-43) | Distance : 42.99
12:04:31.158730 | Relative x,y | (000,-12) | Absolute x,y | (-01,-55) | Distance : 54.99
12:04:31.169437 | Relative x,y | (000,-06) | Absolute x,y | (-01,-61) | Distance : 60.99
12:04:31.180195 | Relative x,y | (000,-06) | Absolute x,y | (-01,-67) | Distance : 66.99
12:04:31.190879 | Relative x,y | (000,-13) | Absolute x,y | (-01,-80) | Distance : 79.99
12:04:31.201548 | Relative x,y | (000,-06) | Absolute x,y | (-01,-86) | Distance : 85.99
12:04:31.212305 | Relative x,y | (000,-07) | Absolute x,y | (-01,-93) | Distance : 92.99
12:04:31.223035 | Relative x,y | (000,-14) | Absolute x,y | (-01,-107) | Distance : 107.00
12:04:31.235318 | Relative x,y | (000,-07) | Absolute x,y | (-01,-114) | Distance : 114.00
12:04:31.245983 | Relative x,y | (000,-08) | Absolute x,y | (-01,-122) | Distance : 122.00
12:04:31.256745 | Relative x,y | (000,-15) | Absolute x,y | (-01,-137) | Distance : 137.00
12:04:31.267425 | Relative x,y | (000,-08) | Absolute x,y | (-01,-145) | Distance : 145.00
12:04:31.278113 | Relative x,y | (000,-08) | Absolute x,y | (-01,-153) | Distance : 153.00
12:04:31.288802 | Relative x,y | (000,-17) | Absolute x,y | (-01,-170) | Distance : 170.00
12:04:31.299535 | Relative x,y | (000,-08) | Absolute x,y | (-01,-178) | Distance : 178.00
12:04:31.310258 | Relative x,y | (000,-08) | Absolute x,y | (-01,-186) | Distance : 186.00
12:04:31.320958 | Relative x,y | (000,-17) | Absolute x,y | (-01,-203) | Distance : 203.00
12:04:31.331671 | Relative x,y | (-01,-08) | Absolute x,y | (-02,-211) | Distance : 210.99
12:04:31.342371 | Relative x,y | (000,-09) | Absolute x,y | (-02,-220) | Distance : 219.99
12:04:31.353124 | Relative x,y | (000,-19) | Absolute x,y | (-02,-239) | Distance : 238.99
12:04:31.363836 | Relative x,y | (000,-10) | Absolute x,y | (-02,-249) | Distance : 248.99
12:04:31.374524 | Relative x,y | (000,-10) | Absolute x,y | (-02,-259) | Distance : 258.99
12:04:31.385265 | Relative x,y | (000,-19) | Absolute x,y | (-02,-278) | Distance : 277.99
12:04:31.395965 | Relative x,y | (000,-09) | Absolute x,y | (-02,-287) | Distance : 286.99
12:04:31.406565 | Relative x,y | (000,-10) | Absolute x,y | (-02,-297) | Distance : 296.99
12:04:31.417122 | Relative x,y | (000,-20) | Absolute x,y | (-02,-317) | Distance : 316.99
12:04:31.427700 | Relative x,y | (000,-10) | Absolute x,y | (-02,-327) | Distance : 326.99
12:04:31.438406 | Relative x,y | (000,-10) | Absolute x,y | (-02,-337) | Distance : 336.99
12:04:31.449132 | Relative x,y | (000,-20) | Absolute x,y | (-02,-357) | Distance : 356.99
12:04:31.461459 | Relative x,y | (000,-10) | Absolute x,y | (-02,-367) | Distance : 366.99
12:04:31.472054 | Relative x,y | (000,-10) | Absolute x,y | (-02,-377) | Distance : 376.99
12:04:31.482605 | Relative x,y | (000,-18) | Absolute x,y | (-02,-395) | Distance : 394.99
12:04:31.493214 | Relative x,y | (000,-10) | Absolute x,y | (-02,-405) | Distance : 405.00
12:04:31.503878 | Relative x,y | (-01,-10) | Absolute x,y | (-03,-415) | Distance : 414.99
12:04:31.514552 | Relative x,y | (000,-22) | Absolute x,y | (-03,-437) | Distance : 436.99
12:04:31.525235 | Relative x,y | (000,-10) | Absolute x,y | (-03,-447) | Distance : 446.99
12:04:31.535956 | Relative x,y | (000,-10) | Absolute x,y | (-03,-457) | Distance : 456.99
12:04:31.546666 | Relative x,y | (000,-20) | Absolute x,y | (-03,-477) | Distance : 476.99
12:04:31.557360 | Relative x,y | (000,-09) | Absolute x,y | (-03,-486) | Distance : 485.99
12:04:31.567964 | Relative x,y | (000,-10) | Absolute x,y | (-03,-496) | Distance : 495.99
