motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:05:24.611318 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:05:24.864986 | Relative x,y | (000,-03) | Absolute x,y | (000,-03) | Distance : 3.00
12:05:24.875752 | Relative x,y | (000,-03) | Absolute x,y | (000,-06) | Distance : 6.00
12:05:24.886470 | Relative x,y | (000,-03) | Absolute x,y | (000,-09) | Distance : 9.00
12:05:24.897295 | Relative x,y | (-01,-06) | Absolute x,y | (-01,-15) | Distance : 14.97
12:05:24.909650 | Relative x,y | (000,-03) | Absolute x,y | (-01,-18) | Distance : 17.97
12:05:24.920606 | Relative x,y | (000,-03) | Absolute x,y | (-01,-21) | Distance : 20.98
12:05:24.931340 | Relative x,y | (000,-08) | Absolute x,y | (-01,-29) | Distance : 28.98
12:05:24.942032 | Relative x,y | (000,-05) | Absolute x,y | (-01,-34) | Distance : 33.99
12:05:24.953368 | Relative x,y | (000,-04) | Absolute x,y | (-01,-38) | Distance : 37.99
12:05:24.964063 | Relative x,y | (000,-09) | Absolute x,y | (-01,-47) | Distance : 46.99
12:05:24.974698 | Relative x,y | (000,-04) | Absolute x,y | (-01,-51) | Distance : 50.99
12:05:24.985376 | Relative x,y | (000,-05) | Absolute x,y | (-01,-56) | Distance : 55.99
12:05:24.996136 | Relative x,y | (000,-10) | Absolute x,y | (-01,-66) | Distance : 65.99
12:05:25.006851 | Relative x,y | (000,-06) | Absolute x,y | (-01,-72) | Distance : 71.99
12:05:25.017544 | Relative x,y | (000,-07) | Absolute x,y | (-01,-79) | Distance : 78.99
12:05:25.028363 | Relative x,y | (000,-14) | Absolute x,y | (-01,-93) | Distance : 92.99
12:05:25.039078 | Relative x,y | (000,-07) | Absolute x,y | (-01,-100) | Distance : 99.99
12:05:25.049715 | Relative x,y | (000,-08) | Absolute x,y | (-01,-108) | Distance : 108.00
12:05:25.060314 | Relative x,y | (000,-16) | Absolute x,y | (-01,-124) | Distance : 124.00
