motion.py - Detect flow/motion in front of the PMW3901 sensor.

Press Ctrl+C to exit!

12:43:45.805770 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:45.837592 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:45.911495 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:46.260487 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:46.365706 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:46.576677 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:46.746913 | Relative x,y | (000,000) | Absolute x,y | (000,000) | Distance : 0.00
12:43:46.778708 | Relative x,y | (000,-01) | Absolute x,y | (000,-01) | Distance : 1.00
12:43:46.800002 | Relative x,y | (000,-04) | Absolute x,y | (000,-05) | Distance : 5.00
12:43:46.810736 | Relative x,y | (000,-01) | Absolute x,y | (000,-06) | Distance : 6.00
12:43:46.821447 | Relative x,y | (000,-02) | Absolute x,y | (000,-08) | Distance : 8.00
12:43:46.832201 | Relative x,y | (000,-05) | Absolute x,y | (000,-13) | Distance : 13.00
12:43:46.842839 | Relative x,y | (000,-02) | Absolute x,y | (000,-15) | Distance : 15.00
12:43:46.853443 | Relative x,y | (000,-02) | Absolute x,y | (000,-17) | Distance : 17.00
12:43:46.864138 | Relative x,y | (000,-02) | Absolute x,y | (000,-19) | Distance : 19.00
12:43:46.874845 | Relative x,y | (000,-05) | Absolute x,y | (000,-24) | Distance : 24.00
12:43:46.885543 | Relative x,y | (000,-03) | Absolute x,y | (000,-27) | Distance : 27.00
12:43:46.896181 | Relative x,y | (000,-03) | Absolute x,y | (000,-30) | Distance : 30.00
12:43:46.906760 | Relative x,y | (000,-06) | Absolute x,y | (000,-36) | Distance : 36.00
12:43:46.917358 | Relative x,y | (000,-03) | Absolute x,y | (000,-39) | Distance : 39.00
12:43:46.928027 | Relative x,y | (000,-03) | Absolute x,y | (000,-42) | Distance : 42.00
12:43:46.938716 | Relative x,y | (000,-08) | Absolute x,y | (000,-50) | Distance : 50.00
12:43:46.949411 | Relative x,y | (000,-04) | Absolute x,y | (000,-54) | Distance : 54.00
12:43:46.960022 | Relative x,y | (000,-04) | Absolute x,y | (000,-58) | Distance : 58.00
12:43:46.970583 | Relative x,y | (000,-08) | Absolute x,y | (000,-66) | Distance : 66.00
12:43:46.981129 | Relative x,y | (000,-04) | Absolute x,y | (000,-70) | Distance : 70.00
12:43:46.991676 | Relative x,y | (000,-04) | Absolute x,y | (000,-74) | Distance : 74.00
12:43:47.002326 | Relative x,y | (-01,-08) | Absolute x,y | (-01,-82) | Distance : 81.99
12:43:47.013028 | Relative x,y | (000,-04) | Absolute x,y | (-01,-86) | Distance : 85.99
12:43:47.023712 | Relative x,y | (-01,-04) | Absolute x,y | (-02,-90) | Distance : 89.98
12:43:47.034435 | Relative x,y | (000,-09) | Absolute x,y | (-02,-99) | Distance : 98.98
12:43:47.046679 | Relative x,y | (000,-05) | Absolute x,y | (-02,-104) | Distance : 103.98
12:43:47.057354 | Relative x,y | (000,-04) | Absolute x,y | (-02,-108) | Distance : 107.98
12:43:47.068030 | Relative x,y | (000,-08) | Absolute x,y | (-02,-116) | Distance : 115.98
12:43:47.078707 | Relative x,y | (000,-03) | Absolute x,y | (-02,-119) | Distance : 118.98
12:43:47.089445 | Relative x,y | (-01,-04) | Absolute x,y | (-03,-123) | Distance : 122.96
12:43:47.100113 | Relative x,y | (000,-09) | Absolute x,y | (-03,-132) | Distance : 131.97
12:43:47.110728 | Relative x,y | (-01,-04) | Absolute x,y | (-04,-136) | Distance : 135.94
12:43:47.121392 | Relative x,y | (000,-05) | Absolute x,y | (-04,-141) | Distance : 140.94
12:43:47.132079 | Relative x,y | (000,-10) | Absolute x,y | (-04,-151) | Distance : 150.95
12:43:47.142810 | Relative x,y | (001,-05) | Absolute x,y | (-03,-156) | Distance : 155.97
12:43:47.153489 | Relative x,y | (000,-04) | Absolute x,y | (-03,-160) | Distance : 159.97
12:43:47.164189 | Relative x,y | (000,-04) | Absolute x,y | (-03,-164) | Distance : 163.97
12:43:47.174888 | Relative x,y | (000,-09) | Absolute x,y | (-03,-173) | Distance : 172.97
12:43:47.185532 | Relative x,y | (000,-04) | Absolute x,y | (-03,-177) | Distance : 176.97
12:43:47.196218 | Relative x,y | (000,-05) | Absolute x,y | (-03,-182) | Distance : 181.98
12:43:47.206943 | Relative x,y | (000,-10) | Absolute x,y | (-03,-192) | Distance : 191.98
12:43:47.217763 | Relative x,y | (000,-04) | Absolute x,y | (-03,-196) | Distance : 195.98
12:43:47.228465 | Relative x,y | (000,-05) | Absolute x,y | (-03,-201) | Distance : 200.98
12:43:47.239201 | Relative x,y | (000,-08) | Absolute x,y | (-03,-209) | Distance : 208.98
12:43:47.249928 | Relative x,y | (000,-05) | Absolute x,y | (-03,-214) | Distance : 213.98
12:43:47.260616 | Relative x,y | (000,-05) | Absolute x,y | (-03,-219) | Distance : 218.98
12:43:47.271293 | Relative x,y | (000,-09) | Absolute x,y | (-03,-228) | Distance : 227.98
12:43:47.281988 | Relative x,y | (000,-04) | Absolute x,y | (-03,-232) | Distance : 231.98
12:43:47.292708 | Relative x,y | (000,-04) | Absolute x,y | (-03,-236) | Distance : 235.98
12:43:47.303428 | Relative x,y | (000,-08) | Absolute x,y | (-03,-244) | Distance : 243.98
12:43:47.314132 | Relative x,y | (-01,-04) | Absolute x,y | (-04,-248) | Distance : 247.97
12:43:47.324748 | Relative x,y | (000,-05) | Absolute x,y | (-04,-253) | Distance : 252.97
12:43:47.335365 | Relative x,y | (000,-10) | Absolute x,y | (-04,-263) | Distance : 262.97
12:43:47.346045 | Relative x,y | (000,-05) | Absolute x,y | (-04,-268) | Distance : 267.97
12:43:47.356738 | Relative x,y | (000,-03) | Absolute x,y | (-04,-271) | Distance : 270.97
12:43:47.367450 | Relative x,y | (000,-08) | Absolute x,y | (-04,-279) | Distance : 278.97
12:43:47.378164 | Relative x,y | (000,-04) | Absolute x,y | (-04,-283) | Distance : 282.97
12:43:47.388911 | Relative x,y | (000,-05) | Absolute x,y | (-04,-288) | Distance : 287.97
12:43:47.399612 | Relative x,y | (-01,-09) | Absolute x,y | (-05,-297) | Distance : 296.96
12:43:47.411807 | Relative x,y | (000,-04) | Absolute x,y | (-05,-301) | Distance : 300.96
12:43:47.422525 | Relative x,y | (000,-04) | Absolute x,y | (-05,-305) | Distance : 304.96
12:43:47.433221 | Relative x,y | (000,-08) | Absolute x,y | (-05,-313) | Distance : 312.96
12:43:47.444121 | Relative x,y | (000,-04) | Absolute x,y | (-05,-317) | Distance : 316.96
12:43:47.454817 | Relative x,y | (-01,-03) | Absolute x,y | (-06,-320) | Distance : 319.94
12:43:47.465547 | Relative x,y | (000,-08) | Absolute x,y | (-06,-328) | Distance : 327.95
12:43:47.476253 | Relative x,y | (000,-05) | Absolute x,y | (-06,-333) | Distance : 332.95
12:43:47.486854 | Relative x,y | (000,-05) | Absolute x,y | (-06,-338) | Distance : 337.95
12:43:47.497394 | Relative x,y | (000,-05) | Absolute x,y | (-06,-343) | Distance : 342.95
12:43:47.507982 | Relative x,y | (000,-08) | Absolute x,y | (-06,-351) | Distance : 350.95
12:43:47.518660 | Relative x,y | (000,-04) | Absolute x,y | (-06,-355) | Distance : 354.95
12:43:47.529383 | Relative x,y | (000,-04) | Absolute x,y | (-06,-359) | Distance : 358.95
12:43:47.540136 | Relative x,y | (000,-09) | Absolute x,y | (-06,-368) | Distance : 367.95
12:43:47.550796 | Relative x,y | (000,-04) | Absolute x,y | (-06,-372) | Distance : 371.95
12:43:47.561375 | Relative x,y | (000,-05) | Absolute x,y | (-06,-377) | Distance : 376.95
12:43:47.571952 | Relative x,y | (000,-09) | Absolute x,y | (-06,-386) | Distance : 385.95
12:43:47.582588 | Relative x,y | (000,-04) | Absolute x,y | (-06,-390) | Distance : 389.95
12:43:47.593304 | Relative x,y | (000,-04) | Absolute x,y | (-06,-394) | Distance : 393.95
12:43:47.604079 | Relative x,y | (000,-08) | Absolute x,y | (-06,-402) | Distance : 401.96
12:43:47.614734 | Relative x,y | (-01,-04) | Absolute x,y | (-07,-406) | Distance : 405.94
12:43:47.625358 | Relative x,y | (000,-04) | Absolute x,y | (-07,-410) | Distance : 409.94
12:43:47.636018 | Relative x,y | (000,-09) | Absolute x,y | (-07,-419) | Distance : 418.94
12:43:47.646724 | Relative x,y | (000,-05) | Absolute x,y | (-07,-424) | Distance : 423.94
12:43:47.657443 | Relative x,y | (000,-04) | Absolute x,y | (-07,-428) | Distance : 427.94
12:43:47.669618 | Relative x,y | (-01,-08) | Absolute x,y | (-08,-436) | Distance : 435.93
12:43:47.680364 | Relative x,y | (000,-04) | Absolute x,y | (-08,-440) | Distance : 439.93
12:43:47.690917 | Relative x,y | (000,-05) | Absolute x,y | (-08,-445) | Distance : 444.93
12:43:47.701455 | Relative x,y | (-01,-09) | Absolute x,y | (-09,-454) | Distance : 453.91
12:43:47.711985 | Relative x,y | (000,-04) | Absolute x,y | (-09,-458) | Distance : 457.91
12:43:47.722578 | Relative x,y | (000,-05) | Absolute x,y | (-09,-463) | Distance : 462.91
12:43:47.733256 | Relative x,y | (000,-09) | Absolute x,y | (-09,-472) | Distance : 471.91
12:43:47.743949 | Relative x,y | (000,-03) | Absolute x,y | (-09,-475) | Distance : 474.91
12:43:47.754644 | Relative x,y | (000,-04) | Absolute x,y | (-09,-479) | Distance : 478.92
12:43:47.765376 | Relative x,y | (-01,-05) | Absolute x,y | (-10,-484) | Distance : 483.90
12:43:47.776059 | Relative x,y | (-01,-09) | Absolute x,y | (-11,-493) | Distance : 492.88
12:43:47.786739 | Relative x,y | (000,-05) | Absolute x,y | (-11,-498) | Distance : 497.88
12:43:47.797431 | Relative x,y | (000,-04) | Absolute x,y | (-11,-502) | Distance : 501.88
